name,num_workers,outer,inner,N,nnz,csrmkl_sd,csrmkl_mflops,csrmkl_sum,csriemkl_sd,csriemkl_mflops,csriemkl_sum
mimo8x8_system,5,30,5000,13309,48872,614.622291,5897.24,54364,453.774115,8122.36,54364
ww_vref_6405,5,30,5000,13251,48737,225.255561,6557.13,2847,187.607913,8699.35,2847
xingo3012,5,30,2500,20944,74386,304.958829,6090.06,21472,594.705774,6080.16,21472
xingo_afonso_itaipu,5,30,5000,13250,48735,116.532329,6544.89,24923,455.189261,8570.98,24923
bips98_1450,5,30,5000,11305,44678,106.702317,6953.73,17024,1460.532073,6899.41,17024
S20PI_n1,5,30,25000,1028,2547,431.124992,3085.81,37253,150.727872,4107.94,37253
M20PI_n,5,30,25000,1182,2881,138.464401,3544.8,5493,224.363109,4466.68,5493
ww_36_pmec_36,5,30,250000,66,1194,95.462746,1722.83,21855,46.062859,1735.08,21855
zeros_nopss_13k,5,30,5000,13296,48827,124.214027,6715.53,25858,1145.299531,7986.99,25858
mimo46x46_system,5,30,5000,13250,48735,531.144093,6041.45,24798,327.949136,8299.23,24798
descriptor_xingo6u,5,30,2500,20738,73916,154.587097,6365.98,11579,189.463747,6412,11579
ex21,5,30,5000,656,18964,1367.724147,12046.7,7733,170.517092,11342.9,42480
ex28,5,30,2500,2603,77031,1911.822922,17494.4,4321,2493.554436,9652.22,19571
ex40,5,30,500,7740,456188,1637.127207,19549.9,39548,1212.404536,20232.9,39548
ex2,5,30,5000,441,26839,1137.747417,12135.1,61322,841.110276,11845,11575
ex19,5,30,500,12005,259577,1974.491530,17881.3,26163,755.773321,18944.4,26163
ex9,5,30,2500,3363,99471,1484.617467,18353.5,34638,544.396148,19066.1,34638
ex29,5,30,5000,2870,23754,444.157673,12127.2,10368,931.035658,17236.9,52349
ex25,5,30,5000,848,24369,655.819478,14245.5,47513,2087.510071,10271.5,62106
ex1,5,30,25000,216,4317,640.133891,4186.83,58189,373.766138,4715.4,58189
ex33,5,30,5000,1733,22189,772.475783,12602.7,45966,1078.954532,12269.3,10577
ex22,5,30,5000,839,22460,580.038227,13552.8,10819,891.425204,10767.4,44628
ex20,5,30,2500,2203,67830,567.994381,18435.8,53829,1170.352223,13733.5,4150
ex15,5,30,2500,6867,98671,547.117825,16943.5,36544,354.982753,14057.3,25774
ex11,5,30,25,16614,1096948,2283.958622,13365.1,47539,2209.668133,18954.4,46209
ex4,5,30,5000,1601,31849,894.369807,14938.7,23277,106.318931,14161.1,22626
ex27,5,30,5000,974,37652,1081.537446,15632.6,12716,1312.874244,16243.8,12716
ex12,5,30,2500,3973,79077,1250.755163,17470.9,49918,1590.958429,17775.8,49918
ex14,5,30,2500,3251,65875,1011.090648,17503.8,11962,358.232347,18067,11962
ex36,5,30,2500,3079,53099,487.474537,14641.9,39174,286.362585,14991.2,39174
ex6,5,30,5000,1651,49062,655.474186,16824,62422,2863.636554,11080.8,38840
ex24,5,30,5000,2283,47901,3588.847224,12807.5,59030,1023.353265,16572.9,59030
ex5,5,30,250000,27,279,11.084164,553.966,32436,34.430684,717.137,9391
ex13,5,30,2500,2568,75628,1035.265232,18061,26082,376.371629,18788.2,26082
ex37,5,30,2500,3565,67591,708.346752,15729.1,52922,225.879304,18041.7,52922
ex7,5,30,5000,1633,46626,459.001828,16479.7,53101,976.408625,11059,53101
ex8,5,30,2500,3096,90841,1044.052335,18523.3,40731,1861.723299,18213.2,40731
ex23,5,30,5000,1409,42760,1308.537588,16302.9,12123,907.718218,12546.9,30040
ex31,5,30,2500,3909,91223,756.269269,18605.7,44557,800.648383,18570.3,44557
ex10hs,5,30,2500,2548,57308,1537.152835,16394.7,30084,49.051614,17924.6,30084
ex32,5,30,5000,1159,11047,961.823720,9344.2,6533,446.515710,10572,53589
ex35,5,30,500,19716,227872,1054.587572,16298.6,49896,226.701552,13152.6,26140
ex18,5,30,2500,5773,71701,2474.028421,9828.51,24052,2125.679270,12012.5,41329
ex26,5,30,2500,2163,74464,1247.757093,18153.5,36731,744.166457,19084.2,36731
ex3,5,30,2500,1821,52685,2417.726563,15469.7,46596,441.662588,17827.6,46596
ex10,5,30,2500,2410,54840,1727.631282,15930.2,25108,925.070326,17414.7,25108
fd12,5,30,5000,7500,28462,570.169261,8062.94,30996,883.228721,11374.4,5097
fd18,5,30,2500,16428,63406,280.389905,8771.55,12151,388.267675,13816.6,41884
fd15,5,30,5000,11532,44206,1774.975523,6199.3,23242,1053.469851,12613.2,26230
sinc12,5,30,500,7500,283992,171.798439,14963.1,7578,560.685771,16297.1,38872
sinc15,5,30,500,11532,551184,558.446775,14436.2,29769,1187.382871,17225.9,13248
sinc18,5,30,500,16428,948696,1440.269883,13563.1,2544,967.574457,19116.9,17063
wikipedia-20051105,5,30,25,1634989,19753078,37.288882,1551.72,11885,156.703231,2356.48,11885
usroads,5,30,500,129164,330870,110.770419,4149,31653,135.877340,4136.09,31653
minnesota,5,30,25000,2642,6606,325.710391,5448.49,59315,407.333887,5625.31,59315
usroads-48,5,30,500,126146,323900,326.876312,3832.16,8311,116.081577,4218.45,8311
wb-cs-stanford,5,30,5000,9914,36854,532.113818,9484.31,27736,539.493258,9245.34,27736
flickr,5,30,25,820878,9837214,73.563741,1345.9,20566,22.408994,2738.59,20566
CAG_mat1916,5,30,500,1916,195985,796.403462,15712.5,19804,837.834904,20954,19804
CAG_mat364,5,30,5000,364,13585,1992.501999,2338.72,23468,2323.044067,2659.58,23468
CAG_mat72,5,30,250000,72,1012,35.135571,1694.79,41960,131.721932,2021.42,41960
Lin,5,30,25,256000,1766400,208.277141,8509.83,50496,3162.530007,17331.3,33605
circuit_1,5,30,5000,2624,35823,438.474596,6627.65,20606,634.705415,11793.4,20606
circuit_3,5,30,5000,12127,48137,1122.369752,8944.43,39209,625.889362,9730.19,39209
circuit_2,5,30,5000,4510,21199,79.884750,5535.76,6103,1345.386167,7343.17,6103
circuit_4,5,30,500,80209,307604,105.472603,6545.82,24732,1510.794928,6142.4,24732
meg1,5,30,2500,2904,58142,313.161279,9941.94,12607,27.535037,14917.7,12607
d_dyn1,5,30,250000,87,232,20.871086,444.594,28957,13.349319,467.19,28957
d_dyn,5,30,250000,87,230,18.730300,457.019,49046,40.287098,483.92,49046
bayer01,5,30,500,57735,275094,536.816985,10186.4,11427,345.798529,10209.4,11427
bayer02,5,30,2500,13935,63307,929.188842,11080.5,44295,932.742254,10927.6,44295
bayer03,5,30,5000,6747,29195,84.884643,6190.16,30051,740.103325,6160.42,30051
bayer10,5,30,2500,13436,71594,1930.395879,8265.39,6801,581.003351,11348.9,6801
meg4,5,30,5000,5860,25258,910.137760,9236.3,46426,190.006810,9985.72,46426
d_ss,5,30,250000,53,144,12.898968,262.273,13965,8.352360,278.745,13965
poli_large,5,30,5000,15575,33033,900.882424,5594.41,5595,569.350371,7487.86,5595
poli4,5,30,2500,33833,73249,42.910495,2314.17,17097,282.912707,5618.48,17097
b_dyn,5,30,25000,1089,4144,365.340922,4561.08,40697,227.732434,4882.09,40697
bayer08,5,30,5000,3008,20698,445.414836,8499.9,65498,756.561863,9441.05,65498
bayer06,5,30,5000,3008,20715,56.522540,3855.59,20611,223.033020,5448.03,20611
bayer09,5,30,5000,3083,11767,332.661915,7311.92,35596,91.609809,7928,35596
bayer07,5,30,5000,3268,20963,151.672428,8054.59,33584,348.079131,9472.35,33584
bayer04,5,30,2500,20545,85537,1327.561570,6305.53,37680,643.281867,8445.68,37680
b2_ss,5,30,25000,1089,3895,153.956546,4625.58,42135,284.658630,4797.86,42135
poli3,5,30,5000,16955,37849,394.746322,6213.12,38995,266.594866,6675.3,38995
bayer05,5,30,5000,3268,20712,180.948184,2685.04,64252,83.639333,4691.53,64252
poli,5,30,25000,4008,8188,71.154305,4478.09,49193,333.384093,5657.17,49193
consph,5,30,25,83334,6010480,344.221888,9189.37,64119,266.151252,10791.9,30134
mac_econ_fwd500,5,30,25,206500,1273389,311.636141,8854.63,38878,299.255746,9201.6,38878
pdb1HYS,5,30,25,36417,4344765,462.947949,8240.93,19406,224.911404,8829.56,23178
mc2depi,5,30,25,525825,2100225,167.089019,6212.5,57820,102.144344,14112.5,42410
cant,5,30,25,62451,4007383,377.214969,8344.94,57435,238.604240,10867.2,63216
webbase-1M,5,30,25,1000005,3105536,66.460827,3289.55,4961,226.308770,3647.33,4961
cop20k_A,5,30,25,121192,2624331,103.747811,5061.13,50994,275.368315,5905.46,5748
EX3,5,30,2500,2600,71760,1482.833582,16580.5,52208,395.342711,17922.1,52208
08blocks,5,30,250000,300,592,66.004559,1110.37,3147,93.429424,1073.19,3147
EX2,5,30,25000,560,8736,781.662619,8854.5,38932,857.728566,9972.04,38932
EX1,5,30,25000,560,8736,775.090265,8943.44,36322,719.973410,9887.55,36322
EX5,5,30,500,6545,295680,900.460570,19541.6,9562,494.293786,19231.7,9562
EX6,5,30,500,6545,295680,3524.147487,13796.7,18695,2264.053173,14609.7,18695
EX4,5,30,2500,2600,71760,2766.851606,14958.7,53232,1354.747211,17224.2,53232
af_shell1,5,30,25,504855,17562051,357.377519,8934.59,52456,218.469386,9612.68,53722
af_4_k101,5,30,25,503625,17550675,160.110523,9079.51,11728,110.801648,9776.66,18061
af_shell6,5,30,25,504855,17579155,377.818427,8913.6,60134,653.558588,8999.7,24025
af_shell8,5,30,25,504855,17579155,181.772012,9031.19,46020,232.750714,9652.43,39833
af_5_k101,5,30,25,503625,17550675,195.700961,9068.81,12590,47.678376,9772.7,5732
af_2_k101,5,30,25,503625,17550675,336.159477,8572.69,37636,306.624765,9626.4,26978
af_shell5,5,30,25,504855,17579155,174.378089,9024.87,60134,482.332834,9468.02,24025
af_shell3,5,30,25,504855,17562051,133.667270,9009.84,64082,88.617077,9762.42,52108
af_shell10,5,30,25,1508065,52259885,305.293825,8890.51,63962,126.087064,9617.49,997
af_1_k101,5,30,25,503625,17550675,307.195899,8774.47,63879,751.434900,8765.13,44282
af_shell4,5,30,25,504855,17562051,252.063758,8928.57,64082,192.901791,9671.7,52108
af_shell9,5,30,25,504855,17588845,148.382775,9081.66,19232,265.633794,9701.93,57125
af_shell7,5,30,25,504855,17579155,192.568402,9084.66,46020,584.746673,9469.21,39833
af_3_k101,5,30,25,503625,17550675,424.961424,8612.16,45163,274.522867,9631.13,6363
af_shell2,5,30,25,504855,17562051,199.680796,9077.38,52456,310.080743,9614.38,53722
af_0_k101,5,30,25,503625,17550675,142.230864,9102.3,20532,90.598191,9821.99,36745
net75,5,30,25,23120,1489200,1089.653079,8281.68,38624,2229.865645,12345.9,38624
pf2177,5,30,500,9728,725144,1145.358784,12997.3,24505,1129.426281,18530.1,24505
net25,5,30,500,9520,401200,563.180260,13130.7,25532,720.714158,20005.3,25532
ins2,5,30,25,309412,2751484,14.017228,4160.34,10209,30.330415,2631.76,12139
fxm3_6,5,30,2500,5026,94026,1691.533160,11128,33840,2488.723398,16112.2,33840
net50,5,30,500,16320,945200,919.349249,15791.7,37356,953.935296,18302.8,37356
ex3sta1,5,30,500,16782,678998,645.656083,14865.7,55729,515.298032,18307.8,55729
fxm4_6,5,30,500,18892,497844,477.899629,18024.3,63927,1238.019605,14177.5,63927
net125,5,30,25,36720,2577200,73.063756,7099.2,15614,126.823030,9753.48,15614
net100,5,30,25,29920,2033200,96.246371,7792.56,49052,580.222064,10711.4,49052
lp1,5,30,25,534388,1643420,187.455384,3739.17,56944,322.697420,4851.96,56944
mip1,5,30,25,66463,10352819,123.461558,6995.99,11593,454.310814,11875.8,62385
pattern1,5,30,25,19242,9323432,72.820303,8555.53,13647,771.237676,8847.14,13647
net4-1,5,30,25,88343,2441727,117.580086,7809,61418,140.439911,14715.5,62745
net150,5,30,25,43520,3121200,184.755664,6369.03,13829,197.230023,9099.53,13829
lpl1,5,30,500,32460,328036,137.092363,7879.52,17493,85.521480,10714.9,17493
water_tank,5,30,25,60740,2035281,167.079563,10268.2,57007,301.317184,10685.8,57007
mouse_gene,5,30,25,45101,28967291,528.597669,8179.19,28456,674.270346,8491.85,28456
human_gene1,5,30,25,22283,24669643,281.374954,8263.94,35621,179.690239,9423.7,35621
human_gene2,5,30,25,14340,18068388,25.601385,9044.99,22906,466.013885,9388.83,22906
