name,num_workers,outer,inner,N,nnz,csrmkl_sd,csrmkl_mflops,csrmkl_sum,csriemkl_sd,csriemkl_mflops,csriemkl_sum
west0381,5,30,25000,381,2134,326.116823,1982.66,28279,469.526066,2173.73,28279
bcsstm11,5,30,250000,1473,1473,136.089971,2011.41,21117,175.148540,2854.27,21117
bcsstk32,5,30,25,44609,2014701,538.205845,10445.8,1782,357.146058,11001.8,1782
dwt_193,5,30,25000,193,3493,242.875952,3407.17,31923,275.649796,5138.93,31923
impcol_e,5,30,250000,225,1303,120.770691,1901.81,34760,138.510949,1911.31,34760
dwt_310,5,30,25000,310,2448,148.191051,3936.88,17769,375.899279,4088.1,17769
fs_541_2,5,30,25000,541,4282,252.117226,2343.42,38413,386.038517,4085,46476
saylr3,5,30,25000,1000,3750,374.048300,4615.23,41785,293.364405,5542.98,49932
bcsstk01,5,30,250000,48,400,25.423758,721.304,8158,100.309740,922.442,8158
bcsstk10,5,30,5000,1086,22070,1389.455150,13017,49532,49.125413,13393.1,58687
dwt_162,5,30,250000,162,1182,100.731865,1840.62,42054,63.121912,1997.58,42054
mbeause,5,30,5000,496,41063,473.632747,6549.29,32821,1196.605191,9473,32821
steam3,5,30,250000,80,314,3.923162,613.143,7674,33.255371,624.696,7674
pores_3,5,30,25000,532,3474,395.894063,4079.07,13692,205.220138,4991.1,56965
bcsstk17,5,30,500,10974,428650,876.980276,17711.4,62476,2172.754700,14176.2,62476
bcsstm03,5,30,500000,112,72,2.545462,155.206,31476,3.890204,193.249,31476
shl_200,5,30,250000,663,1726,118.997561,2479.31,56454,128.512705,2556.05,56454
dwt_758,5,30,25000,758,5994,340.311314,6981.91,58535,477.174205,8348.35,58535
west2021,5,30,25000,2021,7310,1136.440522,5001.69,49591,318.242087,6559.6,49591
gre_343,5,30,250000,343,1310,127.102954,2017.42,32559,104.335618,2719.62,32559
bp_200,5,30,25000,822,3802,190.192783,2599.47,26075,175.366393,2738.84,26075
dwt_209,5,30,250000,209,1743,44.925680,1650.22,50561,274.543938,2964.4,50561
dwt_66,5,30,250000,66,320,30.060327,613.873,27939,51.384129,725.596,27939
impcol_a,5,30,250000,207,572,35.051692,1055.88,53662,67.098701,1083.87,53662
bcsstk25,5,30,500,15439,252241,1284.215494,15706.9,58613,65.902951,14133.9,5845
rgg010,5,30,500000,10,76,5.859595,160.7,58587,3.407158,168.006,58587
dwt_512,5,30,25000,512,3502,291.824370,4350.58,3017,213.600046,4502.78,3017
dwt_1005,5,30,25000,1005,8621,222.096269,6584.84,38928,1259.220087,6474.68,38928
dwt_918,5,30,25000,918,7384,191.297404,6717.46,64022,314.188158,8071.41,64022
lshp3025,5,30,5000,3025,20833,773.204079,10457,41610,488.908770,12968.2,41610
zenios,5,30,250000,2873,1314,22.157922,1294.81,10989,149.743626,1514.1,10989
lns_511,5,30,25000,511,2796,49.189409,3943.76,40868,193.619993,5195.09,36962
nos4,5,30,250000,100,594,59.609266,1126.04,59919,39.293926,1130.92,59919
bcspwr01,5,30,250000,39,131,11.540308,263.751,48723,12.110062,280.245,48723
west1505,5,30,25000,1505,5414,286.760041,5679.97,7175,411.797740,5717.26,7175
lshp_265,5,30,250000,265,1753,111.428274,2233.87,35326,97.493635,2329.09,35326
orsirr_2,5,30,25000,886,5970,645.865613,4943.27,15849,220.970454,5833.69,15849
orsreg_1,5,30,5000,2205,14133,742.510858,8890.35,19595,867.179449,14614,2654
lock3491,5,30,500,3491,160444,849.185599,18849,29631,2374.456302,16058.2,29631
can_256,5,30,25000,256,2916,287.613734,3911.65,35496,256.022903,4505.94,35496
bcsstk02,5,30,25000,66,4356,161.009362,5223.42,11470,243.435824,6954.41,7137
ibm32,5,30,250000,32,126,6.320755,249.1,56443,12.610570,252.297,56443
sherman4,5,30,25000,1104,3786,172.144630,4393.91,28240,133.339515,6247.41,10407
orani678,5,30,2500,2529,90158,290.030398,8308.86,14523,994.144730,16696.2,14523
lap_25,5,30,250000,25,169,16.077763,324.596,33564,8.968084,467.127,33564
can_1054,5,30,5000,1054,12196,760.678891,6420.45,61509,305.867483,5859.29,61509
bcsstm13,5,30,5000,2003,21181,141.112441,9724.61,14391,304.931606,11018.7,14391
west0156,5,30,250000,156,362,10.987076,737.906,36792,53.390646,735.59,36792
jagmesh5,5,30,25000,1180,7750,300.610449,7457.71,9864,289.587128,9169.02,9864
dwt_503,5,30,25000,503,6027,617.721595,4944.31,44744,801.567460,7034.18,44744
nnc666,5,30,25000,666,4032,307.637395,4346.31,25688,329.154241,4246.63,25688
bcsstk33,5,30,500,8738,591904,1368.910180,20539.2,43076,539.608341,15702.6,43076
blckhole,5,30,5000,2132,14872,1034.135950,9324.13,26709,1299.723548,9811.51,26709
lund_b,5,30,25000,147,2441,218.118095,3587.3,59617,173.831761,4915.69,25631
bcsstm04,5,30,500000,132,66,8.301235,140.302,13409,8.456718,178.867,13409
bcsstm22,5,30,250000,138,138,15.605434,271.177,14712,4.677367,360.86,14712
gre_216a,5,30,250000,216,812,55.113223,1231.97,12657,76.294586,1624.65,12657
lock_700,5,30,5000,700,22175,1297.327657,11294.9,30671,65.017754,11879.6,30671
str_0,5,30,25000,363,2454,151.833409,3809.48,30279,153.024901,3952.52,30279
bcsstk05,5,30,25000,153,2423,214.171764,3462.98,44671,174.790356,4647.44,5060
impcol_b,5,30,250000,59,271,16.492489,525.025,32457,32.780199,542.828,32457
dwt_361,5,30,25000,361,2953,510.216502,4404.02,9580,473.907296,5699.41,9580
lock2232,5,30,2500,2232,80352,1675.769098,18677.6,46296,54.150770,19493.5,46296
bcsstk31,5,30,25,35588,1181416,2048.406181,15557,18536,1111.342641,16612.8,18536
lns_3937,5,30,5000,3937,25407,222.649745,8680.5,62275,697.017945,15928,3102
plat1919,5,30,5000,1919,32399,1032.076551,13649.2,48403,1210.303858,10503.3,62557
lns_131,5,30,250000,131,536,52.076763,836.223,27875,44.605852,847.094,27875
662_bus,5,30,25000,662,2474,416.972266,2336.42,26157,489.649449,2882.78,26157
arc130,5,30,250000,130,1037,105.791436,1878.27,14344,12.566219,1865.29,14344
fs_183_6,5,30,250000,183,1000,114.682808,1541.48,54708,173.618265,1583.85,54708
bcspwr07,5,30,25000,1612,5824,270.463550,5889.89,38236,1013.475617,4809.63,38236
bcsstm02,5,30,500000,66,66,5.634184,139.989,50875,8.109717,177.623,50875
can_268,5,30,25000,268,3082,263.262363,4561.99,61799,371.075218,4965.79,61799
bcsstm05,5,30,250000,153,153,24.475680,301.31,23605,8.143105,417.723,23605
lshp1882,5,30,5000,1882,12904,344.220549,8988,475,451.164115,11607.4,475
dwt_221,5,30,250000,221,1629,119.870334,2004.41,62611,87.898126,2064.08,62611
bcsstk23,5,30,5000,3134,45178,741.331903,14525.1,9344,1090.157416,15073.9,46464
west0167,5,30,250000,167,506,56.120345,786.636,9833,73.347246,871.203,9833
bp_400,5,30,25000,822,4028,143.449998,3143.77,39413,167.745422,3439.22,39413
sherman1,5,30,25000,1000,3750,246.525568,4722.5,13822,252.605523,5591.56,21969
can_61,5,30,250000,61,557,37.200153,875.274,17075,90.491027,1191.5,17075
gre_1107,5,30,25000,1107,5664,412.532536,5875.19,385,271.625067,6127.58,385
jagmesh8,5,30,25000,1141,7465,301.486266,7065.27,48190,1102.045740,5759.24,48190
fs_760_2,5,30,25000,760,5739,338.340195,6117.98,29396,389.611206,8821.75,6863
psmigr_2,5,30,500,3140,540022,586.796970,20576.3,33593,1795.082337,21711,33593
dwt_592,5,30,25000,592,5104,562.554484,4715.43,21188,269.807143,5981.41,21188
sherman3,5,30,5000,5005,20033,907.599272,7243.75,39175,1251.760095,7749.85,52307
can_1072,5,30,5000,1072,12444,1801.843510,8058.02,29054,218.938668,9892.02,29054
str_400,5,30,25000,363,3157,404.968521,1686.65,2589,251.974046,1649.46,2589
eris1176,5,30,5000,1176,18552,815.626010,8834.79,6003,937.311133,11199.9,6003
young3c,5,30,25000,841,3988,131.718514,5036.29,41306,757.284518,5901.82,36794
steam1,5,30,25000,240,2248,232.399325,2358.52,61436,252.513736,3403.15,62940
can_161,5,30,250000,161,1377,89.589769,2581.09,47718,159.431533,3113.15,47718
685_bus,5,30,25000,685,3249,234.561039,3441.93,23799,198.465024,3692.87,23799
fs_541_3,5,30,25000,541,4282,395.032845,2292.63,3220,375.855147,4071.02,17040
curtis54,5,30,250000,54,291,20.912660,562.394,60919,3.716654,613.654,60919
jagmesh1,5,30,25000,936,6264,796.749035,5358.35,36142,558.923379,8042.54,36142
bcsstm25,5,30,5000,15439,15439,329.802843,4958.64,44119,128.891779,10488.2,44119
bcsstk11,5,30,5000,1473,34241,846.561231,15367.9,21806,980.198770,13029.7,58455
bcsstm27,5,30,2500,1224,56126,1818.415813,17639.7,48680,1600.541078,16798.5,16775
lnsp_511,5,30,25000,511,2796,244.065963,4077.44,42368,417.520554,4081.22,42368
lund_a,5,30,25000,147,2449,180.032574,3603.15,50299,707.128477,3831.76,20346
bcsstk08,5,30,5000,1074,12960,547.545013,6273.29,43928,1121.309016,9320.75,43928
sstmodel,5,30,5000,3345,22749,325.682719,10958.8,44434,214.396715,11742.8,44434
cegb3024,5,30,2500,3024,79848,708.883175,17914,47338,1274.383989,18082.4,47338
bcspwr09,5,30,25000,1723,6511,216.434985,5593.06,34423,254.631960,5437.95,34423
can_634,5,30,25000,634,7228,507.904105,7101.89,5480,220.689568,8995.77,5480
dwt_346,5,30,25000,346,3226,400.058801,3278.89,15134,193.218434,4653.76,15134
dwt_307,5,30,25000,307,2523,213.886168,2852.54,57586,213.227523,4222.17,57586
mcca,5,30,25000,180,2659,198.867376,3779.29,49984,231.392131,4079.15,49984
hor_131,5,30,25000,434,4182,206.169152,2933.91,40766,885.191676,4576.75,61899
dwt_492,5,30,25000,492,3156,510.254026,3612.52,53053,660.788133,3353.19,53053
pores_2,5,30,25000,1224,9613,257.822742,8845.9,44842,549.229657,8229.9,44842
west0655,5,30,25000,655,2808,182.350345,3490.41,2818,196.318005,3684.49,2818
lshp3466,5,30,5000,3466,23896,981.122891,10405.2,16138,588.934029,13167.5,16138
dwt_878,5,30,25000,878,7448,869.752533,6980.4,33144,1286.688113,8657,33144
bp_1400,5,30,25000,822,4790,205.221372,2618.67,23600,150.935941,2498.17,23600
mbeaflw,5,30,5000,496,49920,406.260300,7112.57,47163,1263.468557,8516.72,47163
lock1074,5,30,2500,1074,51588,1027.453950,17813.7,62982,1296.288011,13880.1,62982
mbeacxc,5,30,5000,496,49920,221.493921,6864.87,10739,983.380945,8966.88,10739
pores_1,5,30,250000,30,180,5.875598,360.335,8749,5.521513,492.692,8749
bcsstk21,5,30,5000,3600,26600,1273.768829,7641.84,49087,1857.595202,10545.7,49087
lshp_406,5,30,25000,406,2716,140.114876,2722.89,36864,235.116782,3501.48,36864
jgl009,5,30,500000,9,50,5.141621,110.511,11530,4.239971,114.697,11530
nnc261,5,30,250000,261,1500,182.167922,1942.16,32611,155.343656,1927.33,32611
can_838,5,30,5000,838,10010,209.846367,8678.11,65099,222.008165,9375.06,65099
gemat11,5,30,5000,4929,33108,556.286407,11430.8,15315,377.404591,11893.1,15315
can_445,5,30,25000,445,3809,248.834400,4300.35,55399,218.443641,5444.9,55399
will57,5,30,250000,57,281,20.446455,537.353,11801,26.921448,545.906,11801
nnc1374,5,30,25000,1374,8588,380.161759,7864.45,8557,400.859316,8051.15,8557
fs_183_4,5,30,250000,183,1069,123.747823,1836.43,54115,135.536299,2007.82,54115
lshp1009,5,30,25000,1009,6865,361.283997,7175.39,31582,209.347033,9107.95,31582
gr_30_30,5,30,25000,900,7744,433.373047,8261.41,34602,519.389959,11884.2,34602
bcsstk12,5,30,5000,1473,34241,243.034520,15653.7,21806,458.517286,13160.9,58455
lshp1270,5,30,25000,1270,8668,397.980133,7653.55,37179,194.559720,10069.3,37179
dwt_234,5,30,250000,234,834,43.298872,1412.72,27957,93.558642,1469.85,27957
fs_760_1,5,30,25000,760,5739,299.821816,5980.41,59143,590.544457,8292.3,59143
dwt_1242,5,30,5000,1242,10426,1578.690520,7037.07,32801,497.901121,6530.2,32801
psmigr_3,5,30,500,3140,543160,256.001124,20608.9,2799,785.497125,21963.8,2799
problem1,5,30,25000,415,2779,476.589349,2437.34,15767,305.399099,2426.77,15767
sme3Dc,5,30,25,42930,3148656,701.217492,6763.76,51869,354.065975,8910.13,51869
sme3Db,5,30,25,29067,2081063,119.414814,9429.22,3524,152.093312,10476.2,3524
ns3Da,5,30,25,20414,1679599,411.541115,11693.4,54234,72.582735,11880.8,54234
poisson3Db,5,30,25,85623,2374949,22.450301,4408.55,59344,437.364753,6365.78,59344
poisson3Da,5,30,500,13514,352762,213.816604,10383.4,3411,2338.632909,13649.7,3411
sme3Da,5,30,500,12504,874887,175.820101,14930.3,16745,1151.313471,17102.4,16745
poisson2D,5,30,25000,367,2417,180.067648,3230.81,30151,569.961511,2327.91,30151
pkustk03,5,30,25,63336,3130416,31.571849,9128.81,19419,236.819144,8315.13,19419
pkustk14,5,30,25,151926,14836504,162.562974,8405.38,59567,348.744468,9077.83,59567
pkustk01,5,30,500,22044,979380,848.666494,18910.1,57081,1234.487909,19031.7,57081
pkustk13,5,30,25,94893,6616827,208.447811,9106.64,7614,107.144331,9296.54,7614
pkustk11,5,30,25,87804,5217912,282.899879,9099.31,52287,237.595400,9207.44,52287
pkustk10,5,30,25,80676,4308984,149.811908,9139.65,26337,131.137520,9070.88,26337
pkustk02,5,30,500,10800,810000,2232.725604,16562.2,11655,394.502993,21969.4,11655
pkustk08,5,30,25,22209,3226671,74.497200,9214.04,38538,254.040442,9493.36,38538
pkustk04,5,30,25,55590,4218660,68.014757,9168.23,18462,339.642743,9202.6,18462
pkustk09,5,30,25,33960,1583640,1612.440112,12574.9,6369,270.141989,12808.5,6369
pkustk05,5,30,25,37164,2205144,235.342922,10277.8,9351,591.609397,9093.08,9351
pkustk06,5,30,25,43164,2571768,171.148360,9643.09,34659,134.934974,9870.12,34659
pkustk12,5,30,25,94653,7512317,126.490765,9223.61,27055,200.476371,9276.07,27055
pkustk07,5,30,25,16860,2418804,118.510984,9556.85,38562,486.941186,9056.48,38562
eurqsa,5,30,5000,7245,46142,1684.888813,10630.4,27218,297.318702,14449.6,61434
Zhao1,5,30,500,33861,166453,945.039409,11301.6,20904,75.212284,18556,38261
Zhao2,5,30,500,33861,166453,256.257491,11545.6,1986,26.407240,18639.8,27728
offshore,5,30,25,259789,4242673,241.663866,7557.98,3160,175.714035,5306.84,58008
2cubes_sphere,5,30,25,101492,1647264,366.249885,10746.1,15496,134.030848,8309.05,34943
pwtk,5,30,25,217918,11524432,383.280255,8619.28,51264,372.550826,11571.2,27832
msc01440,5,30,5000,1440,44998,580.305568,16705,11665,1899.555714,11185.3,11665
msc00726,5,30,5000,726,34518,1353.811630,14408.1,40844,328.236562,15554.5,40844
bcsstk39,5,30,25,46772,2060662,309.178234,10744.2,5669,209.019291,9451.02,50668
bcsstk34,5,30,5000,588,21418,1280.967438,13202.9,26153,971.766213,14551.1,26153
bcsstm37,5,30,5000,25503,15525,150.482551,2783.82,10115,385.042037,5972.96,10181
crystk01,5,30,500,4875,315891,457.333698,21243.9,65484,2094.612915,20408.9,65484
msc10848,5,30,25,10848,1229776,1200.980864,14566.5,15241,2198.318219,13504.9,15241
bcsstm36,5,30,500,23052,320606,1848.751630,11539.1,30021,702.238800,17546,30021
pct20stif,5,30,25,52329,2698463,145.121632,9267.63,25532,210.004646,9618.97,25532
nasa1824,5,30,5000,1824,39208,236.449277,15583.8,20455,845.040347,13982.8,23265
nasa4704,5,30,500,4704,104756,942.822155,17390,7922,2531.678506,14296.3,7922
msc04515,5,30,2500,4515,97707,608.265905,17849.2,37228,665.270871,16547.1,36528
crystm02,5,30,500,13965,322905,1348.021645,18251.1,7396,2163.521810,23629.8,7396
pcrystk03,5,30,25,24696,1751178,294.944734,12825,48911,393.208107,19581.7,48911
bcsstm35,5,30,5000,30237,20619,548.992397,2702.65,10229,179.140465,6231.7,10353
bcsstm34,5,30,5000,588,24270,161.927948,14895.5,20904,1341.135440,15556.4,20904
crystk02,5,30,500,13965,968583,1100.045306,20469.9,65201,725.155957,22194.6,65201
pcrystk02,5,30,500,13965,968583,1150.684630,20626.5,38273,3507.041009,17070.2,38273
crystm01,5,30,500,4875,105339,1869.230005,17039.9,8910,1265.205816,23185.2,8910
msc23052,5,30,25,23052,1142686,806.503132,15924.2,54206,1006.331330,15976.5,45264
bcsstm39,5,30,5000,46772,46772,171.001575,4315.44,20867,811.535855,12277.7,20867
crystm03,5,30,500,24696,583770,854.802503,18836.5,30350,515.025127,25335.2,30350
bcsstk38,5,30,500,8032,355460,2786.092898,17047.1,25360,1903.495959,13729.9,25360
bcsstk35,5,30,25,30237,1450163,801.782801,14866.4,64941,259.011204,12793.1,10816
bcsstk36,5,30,25,23052,1143140,1413.808120,17526,3560,1259.814263,15345.5,41004
bcsstm38,5,30,5000,8032,10485,99.025156,4381.96,53046,207.996843,4153.24,53046
bcsstk37,5,30,25,25503,1140977,1403.553744,16160.4,8749,313.578269,15691,41985
crystk03,5,30,25,24696,1751178,401.843983,12857.5,65491,1633.416925,18469.4,65236
nasa2910,5,30,500,2910,174296,690.181661,17932.9,14090,4122.200374,14370.6,14090
msc01050,5,30,5000,1050,26198,754.225886,8640.17,5089,522.194188,13467.7,5089
ct20stif,5,30,25,52329,2600295,27.747652,9317.37,52792,523.458881,9304.22,52792
finan512,5,30,500,74752,596992,967.364549,13633.2,16865,1037.973668,13154.5,16865
pfinan512,5,30,500,74752,596992,1713.583659,12977.2,37102,2627.505936,11135.2,37102
coupled,5,30,2500,11341,97193,323.020428,12786.6,30909,647.883952,13272.3,30909
iprob,5,30,25000,3001,9000,132.024012,5329.07,49513,237.488182,5162.12,49513
language,5,30,25,399130,1216334,30.940442,2612.7,64806,52.087273,3739.84,64806
Alemdar,5,30,5000,6245,42581,699.362631,11871,59637,767.482695,11858.2,59637
Emilia_923,5,30,25,923136,40373538,87.513965,9065.55,29950,314.310643,8115.61,57991
Fault_639,5,30,25,638802,27245944,213.482211,8985.87,53187,89.403299,8326.77,19395
StocF-1465,5,30,25,1465137,21005389,549.207300,7179.62,54042,201.312590,7193.59,44473
Transport,5,30,25,1602111,23487281,125.589386,7796.22,58181,786.812904,12148.1,55824
CoupCons3D,5,30,25,416800,17277420,154.369498,8398.75,36327,232.607741,8842.41,60516
ML_Laplace,5,30,25,377002,27582698,148.609768,9422.29,55723,235.679798,11489,9242
PFlow_742,5,30,25,742793,37138461,354.515528,8988.22,47278,128.265871,9324.16,47278
cell1,5,30,5000,7055,30082,585.998407,10257.7,8966,1047.649577,15749.9,56269
cell2,5,30,5000,7055,30082,334.105469,10339.2,63298,1808.607751,10978.6,26320
denormal,5,30,25,89400,1156224,907.632356,12525.2,35564,1746.138995,25633,28893
aft01,5,30,500,8205,125567,1632.288997,17195.2,27619,791.948947,14585.8,246
email,5,30,5000,1133,10902,382.758399,6775.43,7170,314.398965,7394.25,7170
celegans_metabolic,5,30,25000,453,4065,514.898853,4917.61,32368,435.252318,4243.84,32368
PGPgiantcompo,5,30,5000,10680,48632,356.896527,7240.91,63497,1117.850215,6173.96,63497
jazz,5,30,25000,198,5484,607.433323,4803.38,28068,465.265177,5152.38,28068
vibrobox,5,30,500,12328,301700,876.223722,15528.2,58033,870.339616,18339.2,58033
BenElechi1,5,30,25,245874,13150496,212.027927,9260.92,46443,240.545015,12120.9,27563
GT01R,5,30,500,7980,430909,1427.180354,18177.1,20946,836.192686,16084,50622
PR02R,5,30,25,161070,8185136,270.467274,9199.96,54125,217.160078,9249.76,54125
DK01R,5,30,5000,903,11766,512.731562,10887.6,43290,1244.697974,10136.3,56106
robot,5,30,250000,120,870,102.422099,1558.91,33297,65.109774,1611.94,33297
rotor2,5,30,5000,791,10685,1026.968626,7842.76,53261,83.000391,9540.03,53261
rotor1,5,30,250000,100,708,21.923508,1339.12,65325,102.560980,1309.31,65325
Stanford,5,30,25,281903,2312497,207.229095,3001.98,62413,43.610213,3269.18,62413
Stanford_Berkeley,5,30,25,683446,7583376,60.316751,6463.42,46405,86.759392,6738.26,46405
goodwin,5,30,500,7320,324772,1966.540284,20228.7,24131,2377.320002,19443.7,24131
rim,5,30,25,22560,1014951,695.494364,20148.5,22507,2694.842135,18764.5,22507
Andrews,5,30,500,60000,760154,1226.556395,7751.58,1489,337.785473,7214.41,1489
dielFilterV2real,5,30,25,1157456,48538952,99.229803,7440.18,53123,510.547397,8591.63,53123
gsm_106857,5,30,25,589446,21758924,146.535970,4519.48,43111,375.853732,5343.63,8116
pwt,5,30,500,36519,326107,775.266108,13335.5,31134,1175.666479,15221,31134
barth,5,30,5000,6691,26439,330.426466,7897.23,33498,235.334067,7808.31,33498
shuttle_eddy,5,30,500,10429,103599,848.577665,13827.4,60239,3518.562497,14981.6,60239
skirt,5,30,500,12598,196520,1579.954507,10853.2,33547,1402.330877,11042.7,33547
barth4,5,30,5000,6019,23492,407.188927,9614.51,1072,358.184672,10905.6,1072
barth5,5,30,2500,15606,61484,397.084423,9293.95,11842,604.195360,9091.75,11842
nasasrb,5,30,25,54870,2677324,188.667737,9337.71,12822,78.157536,8772.37,43534
nasa2146,5,30,2500,2146,72250,726.122802,18387.1,56221,982.990905,19154.1,37442
cage10,5,30,500,11397,150645,2561.029449,9888.74,35065,1228.830432,10400.3,48085
cage13,5,30,25,445315,7479343,39.770835,7533.82,50639,349.527795,7974.37,49585
cage6,5,30,250000,93,785,54.564299,1392.4,40268,80.908098,1788.27,35915
cage8,5,30,5000,1015,11003,461.734876,6019.6,38711,134.887231,11200.1,59122
cage9,5,30,5000,3534,41594,177.129644,13419,27728,431.652078,15434.5,56806
cage5,5,30,250000,37,233,7.175770,449.466,40965,25.897793,463.565,40965
cage12,5,30,25,130228,2032536,177.268176,8657.52,35757,235.054958,9557.04,48654
cage7,5,30,25000,340,3084,271.828904,4628.54,56521,263.652503,5454.75,46024
cage4,5,30,500000,9,49,4.119415,106.669,62943,3.845731,110.679,62943
cage11,5,30,500,39082,559722,213.658304,12875.6,44293,800.813435,16896,27527
heart2,5,30,500,2339,680341,1405.378176,21547.5,19048,808.782090,19572.6,41630
fv3,5,30,2500,9801,87025,1103.848043,14374.7,5147,2013.005022,22259.4,5147
torso2,5,30,25,115967,1033473,2260.850313,12316.3,28662,3397.538179,14873.9,23800
torso1,5,30,25,116158,8516500,256.233379,8453.02,20002,583.244027,13551.3,55207
heart1,5,30,25,3557,1385317,1657.361517,11778.8,55370,172.867490,15516.4,12873
fv1,5,30,2500,9604,85264,734.545346,14622.8,58684,885.680058,22990.5,58684
heart3,5,30,500,2339,680341,1395.884799,21337.5,64064,1398.681539,18803.4,39048
fv2,5,30,2500,9801,87025,836.089852,14900.7,54888,1962.694711,22484.9,54888
lung2,5,30,500,109460,492564,1699.965442,9504.26,14538,233.263488,11426,14538
lung1,5,30,25000,1650,7419,291.108690,6859.07,57212,476.668546,7959.79,54652
stomach,5,30,25,213360,3021648,250.853819,8225.01,25177,101.756752,11550.6,65336
torso3,5,30,25,259156,4429042,296.971506,8252.45,60502,177.629938,11650.6,5350
netz4504,5,30,25000,1961,5156,328.879312,5132.8,158,238.942780,5267.77,158
stufe,5,30,25000,1036,3736,249.513186,4715.31,26953,198.300345,5478.21,26953
grid2_dual,5,30,5000,3136,12224,774.790810,7879.28,27259,252.218401,9762.91,27259
crack_dual,5,30,2500,20141,60086,862.867092,7406.72,4242,652.112393,8814.21,4242
ukerbe1,5,30,5000,5981,15704,215.051749,7241.14,3810,115.744402,7316.61,3810
3elt,5,30,5000,4720,27444,807.349951,10624.3,57043,746.112728,10510.5,57043
grid2,5,30,5000,3296,12864,329.423559,8411.1,63006,380.030214,9971.67,63006
grid1_dual,5,30,250000,224,840,114.348397,1517.78,53616,34.677636,1810.35,53616
ukerbe1_dual,5,30,25000,1866,7076,1057.014474,5472.72,22670,193.448659,7952.35,22670
wave,5,30,25,156317,2118662,90.567148,8878.42,29463,116.410580,7670.34,29463
brack2,5,30,500,62631,733118,425.707764,9960.93,23169,283.499310,10536.9,23169
bfly,5,30,500,49152,196608,547.143873,10245.2,16069,1558.707706,8651.05,16069
whitaker3_dual,5,30,2500,19190,57162,1259.581312,7144.89,7230,155.919008,11685.4,7230
airfoil1_dual,5,30,5000,8034,23626,85.108860,7032.17,62124,599.416917,10000.7,62124
se,5,30,2500,32768,98300,416.826042,7706.56,31096,1057.264840,11272.3,31096
shock-9,5,30,500,36476,142580,347.356054,9374.97,16766,2015.663932,14476.8,16766
crack,5,30,2500,10240,60760,818.763784,10435.1,61818,218.250780,12318.5,61818
ccc,5,30,500,49152,147456,467.922602,7993.8,32148,3633.292304,11078.7,32148
L-9,5,30,2500,17983,71192,2356.481280,8584.85,8156,815.049126,17222.4,8156
stufe-10,5,30,2500,24010,92828,50.699978,10364.1,52512,534.570038,14356.5,52512
3elt_dual,5,30,5000,9000,26556,346.189830,6966.42,12408,723.108663,10115.3,12408
biplane-9,5,30,2500,21701,84076,982.214849,10531,61020,1219.771685,15703.7,61020
diag,5,30,25000,2559,8184,210.425281,5869.27,47447,932.392684,5008.46,47447
grid1,5,30,250000,252,952,67.605772,1466.73,56441,55.389541,2059.8,56441
whitaker3,5,30,2500,9800,57978,1000.611619,11289.2,63784,1793.535789,9929.93,63784
airfoil1,5,30,5000,4253,24578,2280.135268,8461.43,4523,357.308322,10658.7,4523
big_dual,5,30,2500,30269,89858,265.933031,7785.75,19377,496.466571,11417.4,19377
netz4504_dual,5,30,25000,615,2342,304.118749,3589.28,35319,267.378963,4273.6,35319
cage,5,30,25000,366,5124,366.618960,6038.48,45603,467.850662,8021.07,45603
cca,5,30,500,49152,139264,786.234437,6937.81,30451,462.537702,10127.9,30451
scircuit,5,30,500,170998,958936,238.468605,5853.09,41815,836.812982,6343.65,41815
memplus,5,30,2500,17758,99147,7.458837,6347.38,39212,351.614425,9446.18,39212
add20,5,30,5000,2395,13151,106.995536,6049.12,13167,607.501967,8515.36,13167
hcircuit,5,30,500,105676,513072,439.358714,8095.61,36039,642.183864,10898.8,36039
bcircuit,5,30,500,68902,375558,2222.702270,7000.28,10870,166.847282,9086.15,10870
add32,5,30,5000,4960,19848,464.153604,7233.17,49660,309.690017,9265.64,49660
NotreDame_yeast,5,30,25000,2114,4480,272.397786,4393.03,52677,279.924674,4392.42,52677
NotreDame_www,5,30,500,325729,929849,100.087580,4316.91,22474,260.293648,4315.9,22474
3D_51448_3D,5,30,500,51448,537038,675.370361,14328.5,37280,676.096585,13614.5,2760
3D_28984_Tetra,5,30,500,28984,285092,27.290727,1988.71,16161,166.712331,2356.2,49939
2D_54019_highK,5,30,500,54019,486129,626.715330,11664.6,43602,773.654973,13446.7,62955
matrix-new_3,5,30,500,125329,893984,1246.041690,10641.2,23380,483.109378,11801.4,23380
2D_27628_bjtcai,5,30,500,27628,206670,411.884911,11447.3,15068,1281.300315,12243.6,15068
ibm_matrix_2,5,30,500,51448,537038,727.980999,14019.7,56366,2342.132223,11418.4,64384
matrix_9,5,30,25,103430,1205518,869.797063,13020.9,48812,171.420128,12704.1,23945
viscorocks,5,30,25,37762,1133641,1441.039287,16068.4,62816,695.801773,16808.1,27875
barrier2-3,5,30,25,113076,2129496,334.913926,8025.12,62043,247.381906,6544.1,26471
para-7,5,30,25,155924,2094873,37.834184,7992.2,8457,53.506404,5848.31,13538
igbt3,5,30,500,10938,130500,847.328572,13304,48697,381.280632,15012.6,5829
barrier2-9,5,30,25,115625,2158759,599.630354,7757.28,35027,362.106756,6327.81,14622
para-9,5,30,25,155924,2094873,28.326400,8033.03,9812,560.462169,7285.94,16397
barrier2-10,5,30,25,115625,2158759,228.120050,7911.25,57753,254.865322,6424.76,21419
