name,threads,outer,inner,N,nnz,ell_sd,ell_mflops,ell_sum,ellgs_sd,ellgs_mflops,ellgs_sum,bellgs_sd,bellgs_mflops,bellgs_sum
para-5,5,30,25,155924,2094873,-1,-1,-1,-1,-1,-1,-1,-1,-1
lhr04,5,30,2500,4101,81057,181.126699374,2001.07801185,40298,84.6702411622,2762.67893661,40298,351.903131572,2855.46031,40298
lhr11c,5,30,500,10964,233741,68.019963236,2336.63112296,59831,386.564415245,2620.41479821,59831,40.4373097319,3461.12043435,59831
lhr10,5,30,500,10672,228395,43.0339527569,2344.91786448,5757,224.94943291,2973.89322917,5757,101.808985896,3533.70293966,5757
lhr17,5,30,500,17576,379761,206.876398322,2232.57495591,57383,24.8429992749,3105.15944399,57383,376.69949292,3246.74551154,57383
lhr14c,5,30,500,14270,307858,226.819167676,2192.2003323,57926,97.8004620405,3144.61695608,57926,55.5024989755,3619.02037618,57926
lhr14,5,30,500,14270,305750,70.3578909242,2345.30810534,19545,42.0096819562,3152.06185567,19545,424.330513138,3266.55982906,19545
lhr71,5,30,25,70304,1494006,82.5239936127,2071.1728281,34421,64.0800320376,2627.20867526,34421,303.252794704,2272.82860041,34421
lhr71c,5,30,25,70304,1528092,78.9864446475,2120.386679,44342,125.938341911,2569.66143498,44342,65.3882176919,2788.48905109,44342
lhr17c,5,30,500,17576,381975,74.9582397172,2362.24489796,41568,187.822630609,3021.95411392,41568,50.1479222715,3593.3678269,41568
lhr01,5,30,5000,1477,18427,165.782378518,1567.36603346,36816,39.3452100481,2213.01040833,36816,41.2757550386,2346.39219015,36816
lhr11,5,30,500,10964,231806,40.1304166056,2310.35880399,57287,91.263015802,3079.79627989,57287,166.337988204,3510.43917214,57287
lhr07c,5,30,500,7337,156508,74.5512274278,2354.68405216,35694,67.6939930357,3138.52941176,35694,99.6686398282,3527.60330579,35694
lhr10c,5,30,500,10672,232633,249.949111277,2273.28664495,24437,189.495951049,3094.89578714,24437,45.0381877899,3663.51181102,24437
lhr02,5,30,5000,2954,36875,29.1255604738,1891.02564103,28899,199.48539127,2336.32523759,28899,85.2791029625,2785.82221103,28899
lhr04c,5,30,2500,4101,82682,31.467057321,2182.35087102,29161,229.817658773,2798.98442789,29161,92.4292186734,3274.96699234,29161
lhr34c,5,30,500,35152,764014,128.151387828,2132.52884258,14175,174.788383029,2667.64664804,14175,179.23246655,2916.45501972,14175
lhr07,5,30,500,7337,154660,342.884899349,1958.54791051,4215,164.878385684,3028.59007833,4215,129.022031278,3462.53731343,4215
lhr34,5,30,500,35152,746972,128.07758974,2092.74934628,15043,221.013702649,2603.89960493,15043,194.898861334,2859.04057157,15043
bundle_adj,5,30,25,513351,20207907,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ill_Stokes,5,30,500,20896,191368,176.854234527,5209.65517241,26195,360.157424242,6644.72222222,26195,518.961052761,7504.62745098,26195
nemeth22,5,30,25,9506,1358832,811.173470017,4159.68979592,14475,567.204478745,4590.64864865,14475,1321.01591152,5857.03448276,14475
nemeth26,5,30,25,9506,1511760,304.698548565,5118.8261851,37396,490.549781594,6316.545961,37396,403.669806346,7130.94339623,37396
nemeth08,5,30,500,9506,394816,789.040365879,4916.76214197,20713,276.350542063,7361.39216905,20713,396.683067272,8515.08267434,20713
nemeth12,5,30,500,9506,446818,90.4308517595,6126.38939671,63502,1008.23432857,6742.72635815,63502,448.668882434,9008.42741935,63502
nemeth21,5,30,25,9506,1173746,153.823961712,5868.73,37471,657.550431423,7305.47302905,37471,419.591027486,8505.4057971,37471
nemeth13,5,30,500,9506,474472,395.441650416,5836.06396064,10471,82.145825613,7978.78923767,10471,304.879768538,9083.70134014,10471
nemeth06,5,30,500,9506,394808,592.590108625,5201.68642951,30847,339.624049906,7384.18952618,30847,327.220076669,8570.3617945,30847
nemeth23,5,30,25,9506,1506810,519.275270327,3373.45522388,28832,883.193739571,4924.21568627,28832,492.771811642,7063.171875,28832
nemeth09,5,30,500,9506,395506,184.60968955,5549.66323667,2161,116.701662539,7523.89346861,2161,1190.20170778,7739.84344423,2161
nemeth01,5,30,500,9506,725054,99.9608012289,5611.87306502,54443,655.633308499,6555.64195298,54443,198.34593725,8349.95009597,54443
nemeth20,5,30,500,9506,971870,613.490947962,5422.37307049,8096,364.381835545,7428.30573248,8096,261.1193118,8824.48547215,8096
nemeth16,5,30,500,9506,587012,648.193031668,6006.26193724,2854,214.695827213,8405.89976134,2854,230.678193362,9644.22782037,2854
nemeth05,5,30,500,9506,394808,543.206913115,5240.81415929,12986,358.046989453,7361.24300808,12986,504.78795048,8490.49462366,12986
nemeth10,5,30,500,9506,401448,133.167449806,5770.69477719,16873,1216.70958323,6061.1172622,16873,458.295212506,8639.48350072,16873
nemeth18,5,30,500,9506,695234,220.779728466,6259.60984394,52512,305.468652009,8128.22291504,52512,348.739743664,9458.96598639,52512
nemeth07,5,30,500,9506,394812,1045.32525076,4581.95744681,64034,248.723163939,7347.617866,64034,387.939955126,8484.49856734,64034
nemeth15,5,30,500,9506,539802,802.57793276,5323.49112426,11459,321.60833044,7930.48971596,11459,326.228787724,9290.91222031,11459
nemeth17,5,30,500,9506,629620,766.585355098,5565.29169122,47262,283.957574538,8145.14877102,47262,175.777883332,9607.62970498,47262
nemeth24,5,30,25,9506,1506550,215.209358341,5195,34530,668.795163128,6347.82303371,34530,645.447901484,6910.77981651,34530
nemeth11,5,30,500,9506,408264,189.964613781,5826.79352997,21532,824.087121207,7264.48398577,21532,1045.45647965,8406.2594372,21532
nemeth25,5,30,25,9506,1511758,215.452218742,5224.97004608,46313,578.742173119,6351.92436975,46313,435.61467786,7153.42902208,46313
nemeth19,5,30,500,9506,818302,444.622333741,5990.49780381,4748,117.805070258,8153.12520757,4748,1167.63742691,8262.89464827,4748
nemeth02,5,30,500,9506,394808,296.718377337,5550.25304592,40666,148.796081191,7501.10196327,40666,1035.65554689,7217.69652651,40666
nemeth03,5,30,500,9506,394808,169.667483293,5632.06847361,18284,110.053050184,7534.50381679,18284,876.847093833,8057.30612245,18284
nemeth14,5,30,500,9506,496144,199.188852432,6135.33388293,20494,175.765682574,8063.01191766,20494,573.393195758,9216.29721362,20494
nemeth04,5,30,500,9506,394808,163.863068178,5597.46691871,13484,285.081310167,7388.79600749,13484,230.368154719,8620.26200873,13484
powersim,5,30,2500,15838,64424,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat11,5,30,250000,135,665,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat24,5,30,25,358172,1946979,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat18,5,30,500,94294,479151,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat12,5,30,5000,1879,12818,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat02,5,30,5000,1960,11187,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat05,5,30,250000,301,1250,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat29,5,30,25,643994,3760246,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat27,5,30,2500,20640,97353,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat01,5,30,5000,6833,43250,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat13,5,30,5000,7598,48762,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat19,5,30,25000,1157,3699,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat26,5,30,500,51032,247528,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat15,5,30,500,37261,443573,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat28,5,30,500,87190,606489,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat23,5,30,500,110355,555441,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat22,5,30,500,39899,195429,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat30,5,30,25,643994,6175244,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat21,5,30,25,411676,1876011,-1,-1,-1,-1,-1,-1,-1,-1,-1
Raj1,5,30,25,263743,1300261,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat20,5,30,500,86916,604299,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat06,5,30,5000,10922,46983,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat17,5,30,500,94294,479246,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat08,5,30,2500,19362,83443,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat25,5,30,500,87190,606489,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat04,5,30,25000,1041,8725,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat07,5,30,2500,14842,63913,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat31,5,30,25,4690002,20316253,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat14,5,30,250000,180,1475,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat10,5,30,500,30202,130303,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat16,5,30,500,94294,476766,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat09,5,30,500,24482,105573,-1,-1,-1,-1,-1,-1,-1,-1,-1
rajat03,5,30,5000,7602,32653,-1,-1,-1,-1,-1,-1,-1,-1,-1
rdist2,5,30,2500,3198,56834,184.845383111,1804.63590178,38687,115.906446633,2581.01725704,38687,12.3119214758,2930.59470608,38687
extr1,5,30,5000,2837,10967,131.259050605,2778.80067568,40248,174.739497096,3583.9869281,40248,341.930419457,3968.7575392,40248
rdist1,5,30,2500,4134,94408,142.464663752,1847.27367597,23021,188.979902814,2470.12035583,23021,154.760030248,2868.96272285,23021
rdist3a,5,30,2500,2398,61896,22.6581799889,1792.70129369,38355,195.202890884,2291.31293189,38355,81.5094235156,2640.61433447,38355
extr1b,5,30,5000,2836,10965,436.038298246,2492.04545455,49152,168.303915209,3750.85518814,49152,132.557859695,4233.59073359,49152
hydr1,5,30,5000,5308,22680,50.8828928113,2171.72039579,34788,264.777478423,2650.56486171,34788,173.551041234,3246.18320611,34788
hydr1c,5,30,5000,5308,22592,177.786646974,1970.80546671,54683,78.8356394125,2762.9841011,54683,52.4491557492,3189.45882353,54683
radfr1,5,30,5000,1048,13299,128.578080339,1480.40816327,48940,63.2193837449,2196.97136564,48940,82.6804633093,2323.645894,48940
plbuckle,5,30,5000,1282,30644,241.512734483,2737.70101251,61548,89.4919022735,3983.18890815,61548,57.6900800911,4262.03059805,61548
g3rmt3m3,5,30,500,5357,207695,151.087098794,5494.57671958,33795,194.627905822,7211.63194444,33795,1078.70630654,6538.14270724,33795
smt,5,30,25,25710,3749582,213.969287234,2128.83156699,50799,107.28024656,2687.23029145,50799,50.0749978048,2391.31505102,50799
engine,5,30,25,143571,4706073,40.9125443906,1100.92163132,51639,29.7108864691,1287.45385738,51639,72.8123333418,1333.92091837,51639
t2d_q4,5,30,2500,9801,87025,347.88121457,7003.08476395,13117,1191.83912464,7362.52115059,13117,406.353739253,10586.9829684,13117
cbuckle,5,30,500,13681,676515,-1,-1,-1,-1,-1,-1,-1,-1,-1
tube1,5,30,500,21498,897056,616.821834925,5611.27606339,58020,27.577788286,7658.41775754,58020,933.319056154,7889.67458223,58020
cyl6,5,30,500,13681,714241,-1,-1,-1,-1,-1,-1,-1,-1,-1
t520,5,30,500,5563,286341,182.200159161,1832.77789631,29056,71.1635196751,2532.49705189,29056,290.886299124,2758.58381503,29056
s4dkt3m2,5,30,25,90449,3753461,339.894961216,6015.16185897,55216,245.266378567,7798.04916898,55216,566.510425894,7819.71041667,55216
t2d_q9,5,30,2500,9801,87025,690.858397686,6517.09935097,13117,391.171217546,8983.99862354,13117,455.593929941,10604.1835906,13117
tube2,5,30,500,21498,897056,552.469876256,5654.9022904,11068,172.42959794,7610.76923077,11068,532.33599909,8449.50706436,11068
FEM_3D_thermal1,5,30,500,17880,430740,325.941197143,6337.51839137,8584,640.115205986,7742.48052726,8584,366.030755908,9473.75366569,8584
thermomech_TK,5,30,500,102158,711558,305.146525141,3947.25221893,19942,125.045291507,5270.8,19942,450.094167246,5069.28045595,19942
thermomech_dK,5,30,25,204316,2846228,357.505034935,2942.34458994,62848,373.431696091,3548.9127182,62848,65.258987508,3898.94246575,62848
thermomech_dM,5,30,25,204316,1423116,122.080470053,3383.00158479,61643,185.15156076,3938.51291513,61643,82.8278053729,3693.20761246,61643
thermomech_TC,5,30,500,102158,711558,108.532860454,4095.69071374,61452,636.108640053,4819.76518401,61452,20.7053442534,5360.80863887,61452
FEM_3D_thermal2,5,30,25,147900,3489300,269.8745061,5319.05487805,14148,193.44089334,6667.4522293,14148,246.695168054,6904.94722955,14148
LeGresley_2508,5,30,5000,2508,16727,25.7750713948,1534.11800673,59625,16.8434727238,2007.24,59625,181.833205981,2036.56655844,59625
LeGresley_87936,5,30,500,87936,593276,-1,-1,-1,-1,-1,-1,-1,-1,-1
LeGresley_4908,5,30,5000,4908,30482,-1,-1,-1,-1,-1,-1,-1,-1,-1
epb3,5,30,500,84617,463625,488.518502182,6287.86166365,17198,366.85273436,8687.5390381,17198,370.529638862,10182.1010249,17198
epb1,5,30,2500,14734,95053,175.561906216,6466.19047619,57722,1150.78362533,7330.5655527,57722,450.776799796,9880.76923077,57722
epb0,5,30,25000,1794,7764,142.283839128,2228.0466807,50591,70.3653559273,3084.21610169,50591,234.050938019,3346.55172414,50591
epb2,5,30,500,25228,175027,-1,-1,-1,-1,-1,-1,-1,-1,-1
pesa,5,30,2500,11738,79566,145.078295818,4818.28825192,43954,32.3983493587,6413.16496507,43954,610.601714277,6402.84334764,43954
nopoly,5,30,2500,10774,70842,116.363512312,4144.42277691,46967,117.337441968,5625.35733192,46967,756.858593343,5265.75817641,46967
case9,5,30,500,14454,147972,-1,-1,-1,-1,-1,-1,-1,-1,-1
case39,5,30,25,40216,1042160,-1,-1,-1,-1,-1,-1,-1,-1,-1
ted_B_unscaled,5,30,500,10605,144579,61.2747629707,1969.74114441,2709,28.7530570886,2574.10682493,2709,346.077306253,2355.98587724,2709
ted_B,5,30,500,10605,144579,68.8330389682,1984.15827996,31271,24.8936984273,2580.23200476,31271,19.2263079233,3018.35073069,31271
ted_A,5,30,500,10605,424587,129.562883684,1733.71580237,32996,44.5035538036,2307.53804348,32996,168.936892599,2481.03038566,32996
ted_A_unscaled,5,30,500,10605,424587,140.881775305,1731.59461664,47895,98.9862318235,2230.36420942,47895,259.685541949,2429.45069617,47895
Chem97ZtZ,5,30,25000,2541,7361,-1,-1,-1,-1,-1,-1,-1,-1,-1
ecl32,5,30,500,51993,380415,199.90382568,2045.97525995,19883,68.3008360948,2782.8456474,19883,323.77276181,2869.61277345,19883
bundle1,5,30,500,10581,770811,-1,-1,-1,-1,-1,-1,-1,-1,-1
li,5,30,25,22695,1215181,372.628333009,3209.10475352,64805,330.724775349,2935.21980676,64805,839.642607695,3735.1875,64805
pli,5,30,25,22695,1350309,175.616710115,3398.42869128,50381,128.969345133,4300.34713376,50381,337.494968776,4541.39798206,50381
av41092,5,30,25,41092,1683902,-1,-1,-1,-1,-1,-1,-1,-1,-1
oilpan,5,30,25,73752,2148558,97.1203798502,2882.68067979,57001,56.5927231615,3666.48122867,57001,344.961685625,3518.38100437,57001
copter1,5,30,500,17222,211064,207.118011108,4578.39479393,47021,222.834524626,6232.20472441,47021,323.287057798,7162.80542986,47021
ldoor,5,30,25,952203,42493817,79.4431547827,2164.88555854,34894,97.2775850008,2377.67552596,34894,116.918453812,3790.70624442,34894
srb1,5,30,25,54924,2962152,-1,-1,-1,-1,-1,-1,-1,-1,-1
cvxbqp1,5,30,500,50000,349968,59.4304710864,5425.86046512,530,920.376852752,5520.0,530,313.183722042,7817.60238273,530
apache1,5,30,500,80800,542184,170.54765712,6960.0,43619,935.603472422,8104.39461883,43619,313.530010554,10165.95,43619
ramage02,5,30,25,16830,2866352,232.606596251,3818.40852575,20181,471.499130385,4387.27346939,20181,457.754266476,3808.26217892,20181
obstclae,5,30,500,40000,197608,290.199320073,7074.27207637,36581,544.877931659,9306.49921507,36581,807.17742751,10739.5652174,36581
s3dkq4m2,5,30,25,90449,4427725,249.799209488,5488.91528926,54771,534.364759444,6742.7284264,54771,377.962672954,7242.7344602,54771
opt1,5,30,25,15449,1930655,271.878474622,2618.42902351,121,109.564239514,3892.44959677,121,55.4796888973,3698.57279693,121
torsion1,5,30,500,40000,197608,228.91087861,7116.73469388,36581,357.85417954,9409.9047619,36581,501.484705372,10937.7121771,36581
bmw7st_1,5,30,25,141347,7318399,-1,-1,-1,-1,-1,-1,-1,-1,-1
crankseg_2,5,30,25,63838,14148858,-1,-1,-1,-1,-1,-1,-1,-1,-1
minsurfo,5,30,500,40806,203622,1198.51550259,5019.44124897,16475,230.988204466,7902.53557568,16475,533.910468973,8930.78947368,16475
ford1,5,30,500,18728,101576,65.5103974356,1897.43462017,6823,28.4275176596,2439.77582066,6823,376.876679014,2257.24444444,6823
crankseg_1,5,30,25,52804,10614210,-1,-1,-1,-1,-1,-1,-1,-1,-1
inline_1,5,30,25,503712,36816170,-1,-1,-1,-1,-1,-1,-1,-1,-1
hood,5,30,25,220542,9895422,198.082441174,2920.15207555,15677,29.6373581102,3590.50145138,15677,249.286422306,3946.59212975,15677
s3dkt3m2,5,30,25,90449,3686223,802.86847755,5072.78394495,64681,720.738883653,6297.64749431,64681,168.011330528,7955.87697842,64681
jnlbrng1,5,30,500,40000,199200,329.206604264,7156.88622754,63755,560.07348871,9455.69620253,63755,306.984327469,11275.4716981,63755
bmwcra_1,5,30,25,148770,10641602,103.671007965,1200.45145522,25523,68.1151249756,1528.67295537,25523,68.1293970394,1304.33101814,25523
wathen120,5,30,500,36441,565761,101.450427482,5381.36651871,4265,36.7605851177,6877.15964344,4265,971.827607086,7104.57513604,4265
finance256,5,30,500,37376,298496,-1,-1,-1,-1,-1,-1,-1,-1,-1
ford2,5,30,500,100196,544688,-1,-1,-1,-1,-1,-1,-1,-1,-1
apache2,5,30,25,715176,4817870,183.082882732,4711.08539765,25597,171.239882593,5267.35058309,25597,205.006273056,5967.63418662,25597
pds10,5,30,500,16558,149658,-1,-1,-1,-1,-1,-1,-1,-1,-1
vanbody,5,30,25,47072,2329056,40.493448511,1330.88914286,45429,39.5985365266,1624.9227907,45429,98.7998489061,1430.03847728,45429
gridgena,5,30,500,48962,512084,153.967981274,4433.62770563,33043,633.272892795,5411.24339556,33043,224.799750185,6803.59610275,33043
wathen100,5,30,500,30401,471601,186.117548468,5316.80947012,325,376.512453693,6884.68613139,325,862.494006555,7326.78922838,325
hangGlider_1,5,30,25000,360,3477,-1,-1,-1,-1,-1,-1,-1,-1,-1
goddardRocketProblem_1,5,30,25000,831,8498,-1,-1,-1,-1,-1,-1,-1,-1,-1
hangGlider_2,5,30,5000,1647,14754,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_10,5,30,500,18260,222005,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_11,5,30,5000,1364,18954,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_13,5,30,500,18476,224897,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_8,5,30,5000,3543,38136,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_1,5,30,25000,677,7326,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_7,5,30,5000,3918,31046,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_13,5,30,5000,5718,43994,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_1,5,30,5000,2052,20600,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_3,5,30,2500,7064,80645,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_11,5,30,5000,5438,40054,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_4,5,30,2500,7105,74869,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_5,5,30,5000,2878,24582,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_9,5,30,2500,8115,86183,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_9,5,30,5000,1180,19674,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_8,5,30,5000,4398,34958,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_1,5,30,250000,205,1783,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_10,5,30,5000,5218,40080,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_3,5,30,25000,410,3952,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_11,5,30,500,18368,223801,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_5,5,30,5000,1019,15219,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_2,5,30,5000,2312,26261,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_3,5,30,25000,467,5103,-1,-1,-1,-1,-1,-1,-1,-1,-1
orbitRaising_3,5,30,25000,761,6098,50.456906602,1703.35195531,22973,80.281370671,2378.9336801,22973,131.976750084,2439.85062683,22973
dynamicSoaringProblem_5,5,30,5000,3271,36789,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_6,5,30,5000,3431,36741,-1,-1,-1,-1,-1,-1,-1,-1,-1
orbitRaising_1,5,30,25000,442,2906,55.5589256769,1971.50610583,44606,182.789492218,2389.80263158,44606,147.166350705,2588.47980998,44606
lowThrust_5,5,30,500,16262,198369,-1,-1,-1,-1,-1,-1,-1,-1,-1
orbitRaising_2,5,30,25000,739,6526,94.1856965891,1451.08212274,23942,150.830895459,1860.31927024,23942,112.654609268,2025.0310302,23942
hangGlider_3,5,30,2500,10260,92703,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_9,5,30,5000,4778,39964,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_2,5,30,25000,305,2699,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_9,5,30,500,18044,219589,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_8,5,30,25000,490,4776,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_4,5,30,5000,2717,33630,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_4,5,30,5000,3191,36516,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_7,5,30,5000,3057,37150,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_6,5,30,2500,7773,82500,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_4,5,30,25000,455,4593,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_5,5,30,5000,2904,35590,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_6,5,30,500,16928,207349,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_10,5,30,5000,1272,17478,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_15,5,30,5000,6038,43378,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_3,5,30,5000,2513,32166,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_13,5,30,5000,1617,23649,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_2,5,30,25000,329,5817,83.7623900808,1528.64400841,12226,130.978163784,1970.97357127,12226,150.540164484,2023.06978901,12226
spaceStation_8,5,30,5000,1157,18945,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_5,5,30,2500,7641,80767,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_7,5,30,2500,7968,84508,-1,-1,-1,-1,-1,-1,-1,-1,-1
goddardRocketProblem_2,5,30,25000,867,9058,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_2,5,30,5000,1338,11600,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_14,5,30,5000,5958,43298,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_1,5,30,25000,647,5367,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_2,5,30,5000,1591,15588,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_8,5,30,500,17702,216445,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_8,5,30,5000,3108,37894,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_4,5,30,5000,2358,18218,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_1,5,30,25000,584,6133,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_1,5,30,250000,99,927,27.7006299505,930.473768737,18228,31.4491026031,1182.39795918,18228,25.4111454031,1176.69459254,18228
lowThrust_12,5,30,500,18458,224593,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_2,5,30,5000,4361,44840,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_7,5,30,25000,475,4597,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_2,5,30,5000,1544,17910,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_3,5,30,5000,2871,32022,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_12,5,30,5000,5578,41940,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_6,5,30,25000,465,4795,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_16,5,30,5000,6078,44006,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_4,5,30,5000,950,13626,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_4,5,30,500,13562,160947,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceShuttleEntry_4,5,30,5000,2450,39669,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_6,5,30,5000,1111,17595,-1,-1,-1,-1,-1,-1,-1,-1,-1
hangGlider_5,5,30,500,16011,155246,-1,-1,-1,-1,-1,-1,-1,-1,-1
lowThrust_7,5,30,500,17378,211561,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceShuttleEntry_3,5,30,5000,1834,28757,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_3,5,30,2500,5082,53219,-1,-1,-1,-1,-1,-1,-1,-1,-1
orbitRaising_4,5,30,25000,915,7790,94.8624037954,1861.85468451,6549,63.2562795259,2494.66268147,6549,69.4920470172,2607.67685784,6549
freeFlyingRobot_3,5,30,5000,1718,12922,-1,-1,-1,-1,-1,-1,-1,-1,-1
dynamicSoaringProblem_7,5,30,5000,3511,37680,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceShuttleEntry_2,5,30,5000,1428,24073,-1,-1,-1,-1,-1,-1,-1,-1,-1
hangGlider_4,5,30,500,15561,149532,-1,-1,-1,-1,-1,-1,-1,-1,-1
kineticBatchReactor_8,5,30,2500,8052,85194,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_1,5,30,25000,798,5246,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_14,5,30,5000,1640,24324,-1,-1,-1,-1,-1,-1,-1,-1,-1
tumorAntiAngiogenesis_5,5,30,25000,460,4690,-1,-1,-1,-1,-1,-1,-1,-1,-1
freeFlyingRobot_6,5,30,5000,3358,27030,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_7,5,30,5000,1134,18252,-1,-1,-1,-1,-1,-1,-1,-1,-1
reorientation_6,5,30,5000,3006,37342,-1,-1,-1,-1,-1,-1,-1,-1,-1
spaceStation_12,5,30,5000,1410,19728,-1,-1,-1,-1,-1,-1,-1,-1,-1
