name,threads,outer,inner,N,nnz,ell_sd,ell_mflops,ell_sum,ellgs_sd,ellgs_mflops,ellgs_sum,bellgs_sd,bellgs_mflops,bellgs_sum
spaceShuttleEntry_1,5,30,25000,560,6891,-1,-1,-1,-1,-1,-1,-1,-1,-1
hep-th,5,30,5000,8361,31502,-1,-1,-1,-1,-1,-1,-1,-1,-1
karate,5,30,250000,34,156,8.40724591839,257.454065354,42318,10.0120578929,344.827586207,42318,7.79625257834,274.004683841,42318
polbooks,5,30,250000,105,882,13.0485279636,645.617802069,28194,9.46912184014,807.199511897,28194,10.9131872861,812.903225806,28194
as-22july06,5,30,2500,22963,96872,-1,-1,-1,-1,-1,-1,-1,-1,-1
cond-mat-2003,5,30,500,31163,240058,-1,-1,-1,-1,-1,-1,-1,-1,-1
astro-ph,5,30,500,16706,242502,-1,-1,-1,-1,-1,-1,-1,-1,-1
power,5,30,5000,4941,13188,-1,-1,-1,-1,-1,-1,-1,-1,-1
lesmis,5,30,250000,77,508,-1,-1,-1,-1,-1,-1,-1,-1,-1
netscience,5,30,25000,1589,5484,-1,-1,-1,-1,-1,-1,-1,-1,-1
polblogs,5,30,5000,1490,19025,-1,-1,-1,-1,-1,-1,-1,-1,-1
dolphins,5,30,250000,62,318,27.1882915485,430.660888407,15538,31.3635577774,633.802816901,15538,37.0433737331,597.370068879,15538
celegansneural,5,30,25000,297,2345,29.3207358746,729.166666667,22296,39.3575942555,925.90155304,22296,34.3413515125,953.25203252,22296
adjnoun,5,30,250000,112,850,-1,-1,-1,-1,-1,-1,-1,-1,-1
cond-mat-2005,5,30,500,40421,351382,-1,-1,-1,-1,-1,-1,-1,-1,-1
F2,5,30,25,71505,5294285,28.2881365006,1271.64571657,48954,100.996990842,1512.94103639,48954,93.8430669731,1327.33202407,48954
F1,5,30,25,343791,26837113,-1,-1,-1,-1,-1,-1,-1,-1,-1
circuit204,5,30,25000,1020,5883,30.9602062973,1536.03133159,24009,111.983619829,2020.26098901,24009,54.0980267324,2157.5794621,24009
ecology2,5,30,25,999999,4995991,90.1219650368,4267.64607062,53646,96.0693915163,4314.32728843,53646,532.507550838,6250.19724771,53646
ecology1,5,30,25,1000000,4996000,90.3770522683,4210.11235955,22987,145.889596078,4070.61379685,22987,554.169508933,6405.12820513,22987
amazon-2008,5,30,25,735323,5158388,48.2021485747,2354.71150335,61093,42.3358472869,2633.62219197,61093,273.569218303,2669.97308489,61093
eu-2005,5,30,25,862664,19235140,-1,-1,-1,-1,-1,-1,-1,-1,-1
enron,5,30,500,69244,276143,-1,-1,-1,-1,-1,-1,-1,-1,-1
cnr-2000,5,30,25,325557,3216152,-1,-1,-1,-1,-1,-1,-1,-1,-1
in-2004,5,30,25,1382908,16917053,-1,-1,-1,-1,-1,-1,-1,-1,-1
dblp-2010,5,30,25,326186,1615400,-1,-1,-1,-1,-1,-1,-1,-1,-1
atmosmodd,5,30,25,1270432,8814880,57.1383945455,3754.20783646,55694,98.1880466615,3751.01276596,55694,414.594479338,6728.91603053,55694
atmosmodj,5,30,25,1270432,8814880,139.331532331,3684.12371134,63431,108.148542808,3754.20783646,63431,199.025705853,6872.30769231,63431
atmosmodl,5,30,25,1489752,10319760,56.1191294204,3627.75720647,5821,87.7763285412,3592.39730796,5821,133.687755573,6632.23650386,5821
atmosmodm,5,30,25,1489752,10319760,28.0847636803,3626.90721649,41362,83.4200149284,3600.75366364,41362,140.59873411,6675.13583441,41362
gupta1,5,30,25,31802,2164210,-1,-1,-1,-1,-1,-1,-1,-1,-1
gupta2,5,30,25,62064,4248286,-1,-1,-1,-1,-1,-1,-1,-1,-1
gupta3,5,30,25,16783,9323427,-1,-1,-1,-1,-1,-1,-1,-1,-1
thermal,5,30,2500,3456,66528,665.212014661,4076.47058824,24577,182.755902958,6122.20858896,24577,66.3433333408,6954.14634146,24577
G53,5,30,5000,1000,11828,-1,-1,-1,-1,-1,-1,-1,-1,-1
G2,5,30,5000,800,38352,252.321469062,2995.46992971,32845,45.9290259847,4054.12262156,32845,208.587223898,4219.14191419,32845
G28,5,30,5000,2000,39980,67.7944732463,3453.49841635,3016,49.2618852235,4502.25225225,3016,309.27997651,4707.22135008,3016
G17,5,30,25000,800,9334,-1,-1,-1,-1,-1,-1,-1,-1,-1
G55,5,30,5000,5000,24996,83.2869906584,2309.45488143,32410,203.224131196,3082.12083847,32410,93.7848077274,3537.16981132,32410
G42,5,30,5000,2000,23558,-1,-1,-1,-1,-1,-1,-1,-1,-1
G34,5,30,25000,2000,8000,506.373324723,5300.35335689,35756,271.158845309,8091.70600135,35756,352.697782082,8869.17960089,35756
G41,5,30,5000,2000,23570,-1,-1,-1,-1,-1,-1,-1,-1,-1
G24,5,30,5000,2000,39980,312.464225887,3000,18558,191.153420313,4120.2335967,18558,496.845862479,4026.18328298,18558
G67,5,30,5000,10000,40000,262.425536459,7100.59171598,26915,339.641147569,9630.81861958,26915,241.357596901,11472.2753346,26915
G1,5,30,5000,800,38352,178.41915223,3042.19989424,15546,57.6240764444,3948.38709677,15546,212.216358086,4031.39453399,15546
G6,5,30,5000,800,38352,47.7779532509,3099.56896552,51421,261.766387599,3766.15384615,51421,67.4525053387,4167.18580225,51421
G43,5,30,5000,1000,19980,81.0289295416,1888.46880907,25054,98.7880281383,2188.38992333,25054,75.6873665469,2218.35677276,25054
G7,5,30,5000,800,38352,41.1694761754,3161.74773289,42755,60.7715649383,3988.0762565,42755,369.295898135,3961.98347107,42755
G66,5,30,5000,9000,36000,253.617765618,7086.61417323,5929,383.834830181,9729.72972973,5929,287.501314807,11464.9681529,5929
G25,5,30,5000,2000,39980,52.4988870686,3095.22580645,17384,74.233058758,4064.38495425,17384,424.321175575,4057.51014885,17384
G58,5,30,2500,5000,59140,-1,-1,-1,-1,-1,-1,-1,-1,-1
G60,5,30,5000,7000,34296,286.730180847,2238.64229765,2430,86.3503604144,3219.27409262,2430,145.213047124,3617.72151899,2430
G13,5,30,25000,800,3200,115.052861467,3976.8019884,22316,161.423406091,5510.90700344,22316,176.811423516,5762.30492197,22316
G64,5,30,2500,7000,82918,-1,-1,-1,-1,-1,-1,-1,-1,-1
G36,5,30,5000,2000,23532,-1,-1,-1,-1,-1,-1,-1,-1,-1
G45,5,30,5000,1000,19980,91.6774072713,1921.15384615,45469,62.1552544076,2228.2527881,45469,81.1317493621,2263.59516616,45469
G57,5,30,5000,5000,20000,190.526291856,6904.48791715,62082,422.855484738,9448.81889764,62082,257.426930519,11009.1743119,62082
G56,5,30,5000,5000,24996,19.216678174,2355.15075377,25209,282.778116319,2946.48330059,25209,142.976455813,3502.47547875,25209
G11,5,30,25000,800,3200,126.737397182,3980.09950249,7690,255.862658426,5523.59033372,7690,398.610266957,4994.79708637,7690
G37,5,30,5000,2000,23570,-1,-1,-1,-1,-1,-1,-1,-1,-1
G9,5,30,5000,800,38352,26.8288664311,2817.92799412,11867,294.268327794,3471.81653591,11867,43.1006371587,3837.75850567,11867
G48,5,30,5000,3000,12000,227.962763528,6792.45283019,19957,1007.23867485,8633.09352518,19957,1355.73793264,7243.46076459,19957
G61,5,30,5000,7000,34296,42.6083935314,2420.3246295,41518,303.6729578,2982.26086957,41518,104.491927085,3651.10007097,41518
G3,5,30,5000,800,38352,214.139407678,2902.52270434,40343,50.399754162,3831.36863137,40343,57.8390545342,4046.99261344,40343
G5,5,30,5000,800,38352,41.0480690275,2999.37434828,17280,100.339943631,3738.01169591,17280,76.3088233695,3975.67380788,17280
G38,5,30,5000,2000,23558,-1,-1,-1,-1,-1,-1,-1,-1,-1
G62,5,30,5000,7000,28000,298.961809249,6947.89081886,53616,466.123635437,9545.45454545,53616,734.055986823,11185.0865513,53616
G31,5,30,5000,2000,39980,286.98192673,2823.44632768,18405,48.136898649,3964.95867769,18405,458.954476774,3867.78458562,18405
G32,5,30,25000,2000,8000,240.871062619,5870.84148728,57252,356.971536793,7984.03193613,57252,372.483108598,8804.10858401,57252
G15,5,30,25000,800,9322,-1,-1,-1,-1,-1,-1,-1,-1,-1
G8,5,30,5000,800,38352,59.8709237944,3004.07310705,61457,219.382561599,3747.752443,61457,71.3460204627,3996.3876346,61457
G49,5,30,5000,3000,12000,501.03810679,6533.5753176,2847,393.997672203,9254.49871465,2847,615.163940209,10374.6397695,2847
G12,5,30,25000,800,3200,266.190887205,3726.70807453,21224,159.329544178,5381.16591928,21224,219.467376537,5614.03508772,21224
G10,5,30,5000,800,38352,40.2971710793,2985.36585366,40370,199.88569385,3707.89558492,40370,51.0438191065,4048.41660802,40370
G14,5,30,25000,800,9388,-1,-1,-1,-1,-1,-1,-1,-1,-1
G51,5,30,5000,1000,11818,-1,-1,-1,-1,-1,-1,-1,-1,-1
G29,5,30,5000,2000,39980,58.4583872478,3153.8259269,50694,93.2127795626,4124.48418157,50694,223.678294596,4375.7752645,50694
G16,5,30,25000,800,9344,-1,-1,-1,-1,-1,-1,-1,-1,-1
G19,5,30,25000,800,9322,-1,-1,-1,-1,-1,-1,-1,-1,-1
G46,5,30,5000,1000,19980,103.972829244,1931.05670103,23115,70.9343104689,2283.42857143,23115,60.2629402015,2340.49199531,23115
G18,5,30,25000,800,9388,-1,-1,-1,-1,-1,-1,-1,-1,-1
G59,5,30,2500,5000,59140,-1,-1,-1,-1,-1,-1,-1,-1,-1
G65,5,30,5000,8000,32000,163.737025011,7142.85714286,23296,649.886608374,9571.28614158,23296,149.325638905,11428.5714286,23296
G50,5,30,5000,3000,12000,337.144969659,6703.91061453,9697,372.590320579,9207.16112532,9697,616.502706498,10404.6242775,9697
G52,5,30,5000,1000,11832,-1,-1,-1,-1,-1,-1,-1,-1,-1
G23,5,30,5000,2000,39980,96.9608366605,3262.78563656,9802,412.132692018,4074.04891304,9802,105.443753043,4670.56074766,9802
G54,5,30,5000,1000,11832,-1,-1,-1,-1,-1,-1,-1,-1,-1
G63,5,30,2500,7000,82918,-1,-1,-1,-1,-1,-1,-1,-1,-1
G33,5,30,25000,2000,8000,458.566864622,5459.50864422,716,347.96106435,8163.26530612,716,434.047658289,8836.52430044,716
G21,5,30,25000,800,9334,-1,-1,-1,-1,-1,-1,-1,-1,-1
G20,5,30,25000,800,9344,-1,-1,-1,-1,-1,-1,-1,-1,-1
G35,5,30,5000,2000,23556,-1,-1,-1,-1,-1,-1,-1,-1,-1
G39,5,30,5000,2000,23556,-1,-1,-1,-1,-1,-1,-1,-1,-1
G44,5,30,5000,1000,19980,48.2886100226,1923.00288739,7476,75.1129006046,2212.62458472,7476,81.104036466,2221.64566345,7476
G40,5,30,5000,2000,23532,-1,-1,-1,-1,-1,-1,-1,-1,-1
G22,5,30,5000,2000,39980,51.9021894637,3272.57844475,13797,282.381285825,4135.86206897,13797,84.1697688994,4560.45627376,13797
G47,5,30,5000,1000,19980,48.2370926161,1946.1038961,47923,62.5647996408,2230.7406029,47923,69.4086770418,2267.01966717,47923
G30,5,30,5000,2000,39980,253.92177321,2860.48175531,21495,103.225475299,3980.75008297,21495,172.144504392,4167.47741487,21495
G26,5,30,5000,2000,39980,35.7618870007,3007.5225677,28018,385.789360608,3657.82250686,28018,107.777734916,4189.31191058,28018
G4,5,30,5000,800,38352,140.122322785,2728.3851079,27971,75.2266969503,3554.40222428,27971,162.918889007,3659.54198473,27971
G27,5,30,5000,2000,39980,82.0408653285,3169.66173362,34762,312.236531589,3998,34762,160.91956866,4510.71831516,34762
kkt_power,5,30,25,2063494,12771361,-1,-1,-1,-1,-1,-1,-1,-1,-1
mesh1em6,5,30,250000,48,306,21.8428863903,710.636321412,38755,5.92355704271,1043.41895885,38755,24.605540805,910.533624281,38755
bodyy4,5,30,500,17546,121550,350.566920507,5386.26292467,27411,236.337486183,7293.0,27411,454.681496072,8250.0,27411
mesh1em1,5,30,250000,48,306,10.3427266725,690.121786198,38583,22.6501817871,965.705869977,38583,13.7837110834,881.674990396,38583
sphere2,5,30,250000,66,450,39.4880300144,968.992248062,9184,61.6735390098,1405.95709227,9184,68.9861051403,1368.61313869,9184
onera_dual,5,30,500,85567,419201,162.695631413,6459.18335901,14748,445.745063724,8400.82164329,14748,1366.99474152,8508.81596752,14748
sphere3,5,30,250000,258,1794,217.638809542,2659.09090909,5915,467.168272963,3462.87479089,5915,277.519208889,3376.83523654,5915
mesh3e1,5,30,250000,289,1377,89.1831742539,3311.15742225,30742,239.787066418,4247.37816163,30742,114.406751708,4376.05932203,30742
tandem_vtx,5,30,500,18454,253350,63.3172062811,2753.80434783,43236,104.297118284,3655.84415584,43236,412.985619711,3883.75063873,43236
mesh1e1,5,30,250000,48,306,4.48876564559,722.834645669,46032,9.72631879103,982.448630137,46032,19.3594643449,873.121552216,46032
commanche_dual,5,30,5000,7920,31680,372.029152557,6867.05202312,2863,436.067716429,9335.95284872,2863,283.01299423,10987.283237,2863
bodyy6,5,30,500,19366,134208,110.864202117,5492.82401091,44150,189.168741719,7202.57602862,44150,238.213008783,8267.43326489,44150
mesh2em5,5,30,25000,306,2018,230.028214883,1937.90012804,52690,244.309877701,2445.0726979,52690,224.668796301,2475.06132461,52690
mesh3em5,5,30,250000,289,1377,207.454490465,3235.43233083,15777,154.134752003,4408.75133404,15777,153.507773975,4174.41390461,15777
mesh2e1,5,30,25000,306,2018,241.508138749,1960.49222798,32982,329.661212994,2423.53883106,32982,187.069445235,2350.1552795,32982
bodyy5,5,30,500,18589,128853,117.483991519,5538.09455587,40770,250.821672104,7321.19318182,40770,657.873533196,8103.96226415,40770
tandem_dual,5,30,500,94069,460493,123.606256078,6581.60552644,18739,1062.16758373,7443.31357759,18739,439.693280102,10025.2467344,18739
Freescale1,5,30,25,3428755,17052626,-1,-1,-1,-1,-1,-1,-1,-1,-1
transient,5,30,500,178866,961368,-1,-1,-1,-1,-1,-1,-1,-1,-1
circuit5M_dc,5,30,25,3523317,14865409,-1,-1,-1,-1,-1,-1,-1,-1,-1
Freescale2,5,30,25,2999349,14313235,-1,-1,-1,-1,-1,-1,-1,-1,-1
memchip,5,30,25,2707524,13343948,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_07,5,30,25000,1220,5855,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_26,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_03,5,30,5000,1813,11148,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_26,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_28,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_32,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_05,5,30,25000,1220,5852,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_16,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_08,5,30,5000,1813,11242,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_10,5,30,25000,1220,5884,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_46,5,30,250000,430,1544,20.6824528153,982.605006364,52941,20.9385436828,1281.25691525,52941,28.5283353311,1307.51425507,52941
adder_dcop_05,5,30,5000,1813,11097,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_50,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_20,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_12,5,30,250000,430,1544,22.275679187,964.758810297,57472,20.7245018277,1264.19213974,57472,23.2789393568,1278.42790903,57472
oscil_dcop_23,5,30,250000,430,1544,20.722067474,989.489874391,56852,27.3713003023,1282.9603368,56852,37.9394768954,1302.00134922,56852
oscil_dcop_05,5,30,250000,430,1544,26.2703761971,977.627691009,42403,36.0676573805,1285.30995061,42403,32.1438036968,1295.446918,42403
adder_dcop_22,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_29,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_08,5,30,25000,1220,5888,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_52,5,30,250000,430,1544,14.2749122543,965.72429322,52941,28.6435553308,1285.09599379,52941,34.6229537759,1296.24447305,52941
adder_dcop_53,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_06,5,30,25000,1220,5860,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_14,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_06,5,30,250000,430,1544,18.6204325609,985.825565062,39125,21.7912882896,1281.32780083,39125,27.9979258111,1290.10695187,39125
adder_dcop_30,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_37,5,30,250000,430,1544,24.7470405528,966.04655043,56629,25.2150912997,1223.32558631,56629,22.1441257306,1241.75647418,56629
ASIC_680ks,5,30,25,682712,1693767,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_13,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_51,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_34,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
init_adder1,5,30,5000,1813,11156,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_49,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_53,5,30,250000,430,1544,20.8598744024,971.232072465,52941,23.5388577263,1255.55676027,52941,21.8142972169,1296.31702675,52941
adder_dcop_60,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_12,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_20,5,30,250000,430,1544,17.685818209,972.251374837,16449,23.5088307051,1271.33995718,16449,22.4338551643,1269.18018413,16449
adder_dcop_67,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_02,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_22,5,30,250000,430,1544,23.4382069269,974.378392023,57549,28.7812775753,1258.90090776,57549,30.5011279123,1288.24118367,57549
adder_dcop_61,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_02,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_16,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_33,5,30,250000,430,1544,24.6534237945,969.078204109,60044,20.2193953705,1259.44858339,60044,19.1213536399,1287.38187882,60044
fpga_dcop_18,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_trans_01,5,30,5000,1814,14579,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_37,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_26,5,30,250000,430,1544,27.1985070281,982.479955882,19816,23.8521801844,1291.97813232,19816,18.099649069,1302.44067034,19816
fpga_dcop_01,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_54,5,30,250000,430,1544,25.4302447705,972.455492106,52941,30.2360836712,1262.05656368,52941,27.0400341764,1294.14394278,52941
oscil_dcop_35,5,30,250000,430,1544,26.3139094232,971.06918239,64464,20.6719837854,1238.03923665,64464,27.8303038513,1271.20039519,64464
adder_dcop_32,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_47,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_68,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_35,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_17,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_30,5,30,250000,430,1544,28.2336322176,974.050553055,26235,33.0567390596,1278.92208294,26235,38.5568589054,1288.09788654,26235
adder_dcop_12,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_15,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_52,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_trans_02,5,30,25000,1220,7382,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_34,5,30,250000,430,1544,18.6812620968,980.317460317,55630,28.8179318279,1272.03822706,55630,17.5449038082,1278.49848192,55630
adder_dcop_33,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
ASIC_320ks,5,30,25,321671,1316085,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_64,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_18,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_31,5,30,250000,430,1544,22.1403531745,968.956572672,31081,13.1557324464,1267.79067221,31081,17.7811681487,1288.24118367,31081
fpga_dcop_43,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_47,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_25,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_14,5,30,250000,430,1544,12.4925268475,976.761840496,43974,21.8905384496,1262.19412502,43974,35.9356047661,1281.32780083,43974
oscil_dcop_29,5,30,250000,430,1544,20.1267710783,957.816377171,4523,30.4006235259,1283.38690014,4523,30.044660435,1298.42462297,4523
fpga_dcop_45,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_54,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_63,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_41,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
ASIC_100k,5,30,500,99340,940621,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_04,5,30,250000,430,1544,20.4360186217,971.06918239,59503,26.4332516492,1259.17468602,59503,27.7152255307,1299.7362366,59503
oscil_dcop_50,5,30,250000,430,1544,11.8639812994,975.445394432,52941,26.7757303262,1257.8069842,52941,23.5274774243,1272.52747253,52941
adder_dcop_48,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_21,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_15,5,30,250000,430,1544,15.0556224284,974.706451749,59312,22.01054001,1281.61142161,59312,35.331991902,1298.06075552,59312
oscil_dcop_21,5,30,250000,430,1544,14.3330124297,976.679458525,4431,16.7132235691,1274.69866256,4431,29.3604383872,1294.86749413,4431
adder_dcop_40,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_14,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_36,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_09,5,30,25000,1220,5888,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_08,5,30,250000,430,1544,19.6456766078,962.833624345,57276,24.6282610349,1247.44155984,57276,29.5649983218,1303.32020259,57276
adder_dcop_66,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_24,5,30,250000,430,1544,20.3027450398,967.054991858,5062,29.4824802311,1242.95604573,5062,26.1277603118,1288.24118367,5062
fpga_dcop_21,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_57,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_35,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_27,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
mult_dcop_02,5,30,500,25187,193276,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_04,5,30,5000,1813,11107,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_41,5,30,250000,430,1544,22.2765030131,963.915594956,44334,30.2504736931,1251.95956538,44334,23.2456836629,1295.88182632,44334
fpga_dcop_30,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
ASIC_100ks,5,30,500,99190,578890,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_25,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_04,5,30,25000,1220,5884,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_37,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_42,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_13,5,30,5000,1813,11245,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_19,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_42,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_19,5,30,5000,1813,11245,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_10,5,30,5000,1813,11232,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_01,5,30,250000,430,1544,18.8252604895,990.29375294,2660,17.2304115572,1294.07163212,2660,18.2943618927,1303.39355057,2660
oscil_dcop_13,5,30,250000,430,1544,27.5993735013,967.741935484,4306,25.4917949313,1264.12313738,4306,34.6713137711,1276.38467897,4306
oscil_dcop_47,5,30,250000,430,1544,16.3514821061,964.67844052,52941,31.3796312808,1258.5588523,52941,23.0044780435,1293.4211996,52941
adder_dcop_43,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_43,5,30,250000,430,1544,19.7727943089,961.794019934,47885,24.664081444,1271.96836555,47885,20.8269645464,1293.8547486,47885
oscil_dcop_10,5,30,250000,430,1544,18.9212874825,978.288417673,45530,27.5697136338,1275.6816304,45530,20.6846108365,1283.67143332,45530
oscil_dcop_44,5,30,250000,430,1544,25.2619823345,958.133377462,52941,39.7123313696,1264.12313738,52941,20.691206639,1321.46525163,52941
oscil_trans_01,5,30,250000,430,1614,38.8997185027,1239.63133641,7770,53.7143223387,1719.09394305,7770,64.9358182292,1737.60137802,7770
oscil_dcop_42,5,30,250000,430,1544,27.9998164853,972.210561666,8942,20.3163141949,1267.5825078,8942,24.2070369358,1283.45802161,8942
adder_dcop_11,5,30,5000,1813,11243,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_22,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
adder_dcop_69,5,30,5000,1813,11246,-1,-1,-1,-1,-1,-1,-1,-1,-1
fpga_dcop_24,5,30,25000,1220,5892,-1,-1,-1,-1,-1,-1,-1,-1,-1
oscil_dcop_38,5,30,250000,430,1544,25.6194259546,985.867529372,39078,24.3993275509,1279.27529828,39078,33.3471650171,1287.95462129,39078
oscil_dcop_39,5,30,250000,430,1544,24.7508224548,974.542394277,37454,32.5871452906,1246.90427479,37454,27.3983181329,1287.88300061,37454
