name,num_workers,outer,inner,N,nnz,nlevels,sd,mflops,sum
parabolic_fem,5,30,625,525825,2100225,7,4.56328482844,4274.6754405,52675
utm1700b,5,30,1000,1700,11548,315,0.536831406519,143.372794282,29996
utm300,5,30,50000,300,1644,67,0.1563369932,96.7825523645,44099
utm3060,5,30,1000,3060,22672,517,0.404330875841,175.7439734,53445
utm5940,5,30,1000,5940,45175,957,0.294485293978,193.778696051,45693
Baumann,5,30,2500,112211,434221,201,2.92596377756,3204.91184947,None
chem_master1,5,30,500,40401,120801,401,4.34310210986,936.108870968,None
G3_circuit,5,30,25,1585478,4623152,2594,7.60927363755,2078.73353835,None
G2_circuit,5,30,2500,150102,438388,733,0.578412155861,1522.5743819,None
invextr1_new,5,30,500,30412,905101,300,6.20457500203,3737.48425031,None
mixtank_new,5,30,25,29957,1012499,579,40.6620761131,2922.42333984,4391
Dubcova1,5,30,500,16129,134569,706,0.588114113274,642.263496361,25274
Dubcova2,5,30,500,65025,547625,1634,1.04060661186,1035.40201005,5419
Dubcova3,5,30,25,146689,1891666,3266,8.40352135573,1424.2727154,55926
TSOPF_FS_b9_c6,5,30,12500,14454,86625,11,36.2598504526,4849.62130467,53756
TSOPF_FS_b162_c1,5,30,2500,10798,313606,61,35.9658026807,4776.42835004,55647
TSOPF_FS_b9_c1,5,30,25000,2454,14655,11,22.9413151701,2581.97666966,52523
TSOPF_RS_b39_c30,5,30,125,60098,1020040,106,14.3909621109,3753.75758342,32137
TSOPF_FS_b39_c7,5,30,2500,28216,389697,34,9.12859619716,5262.31552401,64654
TSOPF_FS_b300_c1,5,30,125,29214,2225387,154,16.2583176232,5158.94523958,None
TSOPF_RS_b300_c1,5,30,25,14538,1458648,112,105.897272778,3915.59082734,38044
TSOPF_RS_b162_c3,5,30,500,15374,594088,114,11.0057445036,3814.4037294,8858
TSOPF_FS_b39_c30,5,30,125,120216,1665737,34,30.6075081618,5040.69380494,62844
TSOPF_RS_b300_c2,5,30,125,28338,2914479,112,9.79774580512,3784.98781973,29097
TSOPF_RS_b2383,5,30,25,38120,16124919,64,76.6600647211,4355.28907518,10399
TSOPF_RS_b39_c7,5,30,500,14098,238270,106,18.6067724587,3201.02907245,29636
TSOPF_RS_b678_c2,5,30,25,35696,8744077,62,13.9173107181,4077.6771028,62336
TSOPF_RS_b2383_c1,5,30,25,38120,16124919,64,11.8023554025,4365.52014817,10889
TSOPF_FS_b39_c19,5,30,125,76216,1055457,34,39.9908946678,5426.82610242,16933
TSOPF_RS_b162_c4,5,30,2500,20374,791563,114,2.02766281723,3839.05666557,22676
TSOPF_RS_b300_c3,5,30,25,42138,4370310,112,21.1693355594,3817.35605617,37424
TSOPF_RS_b678_c1,5,30,25,18696,4375247,62,4.54747350886e-13,3968.99909091,64282
TSOPF_FS_b300_c2,5,30,25,56814,4433209,154,53.9308788375,5210.72791798,None
TSOPF_FS_b300,5,30,125,29214,2225387,154,26.7876615583,5142.94354839,32204
TSOPF_FS_b162_c3,5,30,2500,30798,927486,61,3.85330340273,5476.68428005,23868
TSOPF_RS_b39_c19,5,30,2500,38098,646150,106,1.93670161834,3705.97864628,34546
TSOPF_RS_b162_c1,5,30,500,5374,199138,114,20.7482994904,2870.69167073,23505
TSOPF_RS_b2052_c1,5,30,25,25626,6733882,61,25.2418029058,4121.66946034,11611
TSOPF_RS_b9_c6,5,30,5000,7224,46858,206,0.777587645031,765.777358045,60591
TSOPF_FS_b162_c4,5,30,125,40798,1234696,61,46.5933623436,5382.52216312,59365
TSOPF_FS_b300_c3,5,30,25,84414,6641591,154,228.764466778,5221.03164557,None
twotone,5,30,500,120750,734744,1695,1.14825466187,1279.88043272,None
onetone2,5,30,500,36057,160893,562,1.2404004818,840.709101608,None
onetone1,5,30,500,36057,217385,862,1.70265942344,832.038814691,None
pre2,5,30,125,659033,3718410,610,9.75009859963,3886.94009023,None
m3plates,5,30,25000,11107,11107,1,37.2233799721,1821.21775251,53390
k3plates,5,30,100,11107,195017,1182,0,574.131818182,None
qa8fk,5,30,2500,66127,863353,382,1.69969186355,3553.61157874,8427
qa8fm,5,30,2500,66127,863353,382,6.52124088855,3573.18677378,43747
viscoplastic1,5,30,25000,4326,39566,2,131.858167804,4092.23194748,9453
viscoplastic2,5,30,2500,32769,208544,2,9.85283778443,4872.19827586,57738
c-65,5,30,2500,48066,204247,2,6.37745256426,4003.5693128,6141
c-37,5,30,25000,8204,41440,2,2.89902780315,2840.97595617,22601
c-38,5,30,25000,8127,42908,2,6.08231320967,3889.8958542,36594
c-53,5,30,2500,30235,192687,2,18.6873309953,4828.75725163,62161
c-44,5,30,25000,10728,47864,2,4.61579292995,3559.4639866,3613
c-50,5,30,2500,22401,101323,2,13.9544610783,3763.46742762,30312
c-25,5,30,25000,3797,26716,2,4.70073177182,2913.99217221,7001
c-46,5,30,12500,14913,72655,2,6.7223174373,4805.31397406,60503
c-45,5,30,12500,13206,93829,2,52.1535838991,5420.45737012,16476
c-18,5,30,125000,2169,8657,2,33.6650376355,2865.18767027,43663
c-35,5,30,25000,6537,34714,2,3.39602423248,3274.66328798,28655
c-33,5,30,25000,6317,31220,2,4.29039811662,3239.85914409,18908
c-48,5,30,12500,18354,92217,2,2.91124017247,3437.46550392,53372
c-56,5,30,2500,35910,208075,2,4.01537806926,3572.3412251,16234
c-42,5,30,12500,10471,60378,2,6.78091466454,3899.01715848,60759
c-21,5,30,25000,3509,17827,2,42.0456160935,4372.2796518,20769
c-27,5,30,25000,4563,17745,2,38.9768398255,3499.05717303,51987
c-26,5,30,25000,4307,19422,2,23.5685563438,3756.7440174,20890
c-20,5,30,25000,2921,11683,2,168.727247473,3326.19305857,18051
c-24,5,30,25000,4119,19909,2,48.8929277625,4444.59661355,16925
c-31,5,30,25000,5339,41955,2,6.66160381633,4222.73378717,6980
c-67,5,30,2500,57975,294102,2,4.94213551347,3623.10267857,45209
c-40,5,30,25000,9941,45721,2,5.24170224423,3888.65385839,26202
c-36,5,30,25000,7479,36710,2,44.3231008638,4319.27947598,36297
c-28,5,30,25000,4598,17594,2,39.3022806796,2951.18343195,24947
c-47,5,30,2500,15343,113372,2,10.2662113795,3690.6599162,43704
c-64b,5,30,2500,51035,379318,2,48.3659678894,4873.28512397,46386
c-39,5,30,12500,9271,62929,2,4.62886487129,4071.1542043,20490
c-54,5,30,2500,31793,208890,2,9.26238187585,4420.37333944,48836
c-51,5,30,2500,23196,113122,2,88.1461739647,3602.69694819,38461
c-22,5,30,25000,3792,16331,2,28.5097557769,3733.83341956,35888
c-34,5,30,25000,6611,35472,2,5.3361727197,3497.87951283,65063
c-23,5,30,25000,3969,17524,2,19.5242932481,4007.09128417,35352
c-64,5,30,2500,51035,379510,2,18.4817587357,4848.32678963,55593
c-66,5,30,2500,49989,247421,2,7.60294110377,4190.92764728,55623
c-52,5,30,2500,23948,113328,2,11.2249924503,3438.83736711,34914
c-73b,5,30,12500,169422,724348,2,2.78042421825,4241.81219329,43020
c-big,5,30,625,345241,1343050,2,5.42497631423,4059.85628064,61002
c-49,5,30,12500,21132,89086,2,3.86769227996,3399.91917326,26023
c-62,5,30,2500,41731,300536,2,3.950274039,3424.53673469,57888
c-43,5,30,12500,11125,67392,2,7.43211190191,4623.34247258,6510
c-73,5,30,12500,169422,724348,2,2.04722952332,4222.06356052,3014
c-61,5,30,2500,43618,176817,2,7.4862744012,3420.80329557,26338
c-32,5,30,25000,5975,30223,2,40.4596843237,3838.14825254,15333
c-57,5,30,2500,37833,220603,2,9.74050461076,4948.14769382,31231
c-29,5,30,25000,5033,24382,2,12.4495512711,4039.69084863,4123
c-30,5,30,25000,5321,35507,2,34.2003204829,4010.56166056,8740
c-41,5,30,12500,9769,55702,2,8.85533631179,4631.56215822,32252
c-66b,5,30,2500,49989,247420,2,24.3720638537,4195.12448133,40262
c-67b,5,30,2500,57975,294279,2,32.8910763504,3629.82076074,55378
c-19,5,30,25000,2327,12072,2,35.1682206598,2957.30164468,19592
c-60,5,30,2500,43640,171105,2,11.2377028991,3876.19006405,5020
hvdc1,5,30,12500,24842,92728,36,1.87916638592,2564.95400732,None
hvdc2,5,30,2500,189860,763622,159,10.6799127589,3399.20699471,None
tmt_unsym,5,30,5,917825,2751313,916791,0.00324216518835,11.5344774667,None
t2em,5,30,5,921632,2756232,871133,0.00321979453133,12.3851153756,None
tmt_sym,5,30,5,726713,2903837,726235,0.0175642015994,17.7172780529,None
vsp_south31_slptsk,5,30,2500,39668,229582,73,4.09656334324,3076.98777506,48993
vsp_bump2_e18_aa01_model1_crew1,5,30,2500,56438,357239,129,10.5142169215,2935.75635001,16328
ks2010,5,30,2500,238600,799499,27,1.41658976235,3193.12271148,None
333SP,5,30,5,3712815,14821448,28306,5.53876985122,1089.80446904,3747
fe_tooth,5,30,100,78136,530727,24095,0.0413332527414,100.832444627,None
uk,5,30,5000,4824,11661,116,0.538162445875,311.694001348,15088
fe_rotor,5,30,500,99617,762048,1524,1.04355172922,1362.35558531,8797
hi2010,5,30,12500,25016,87079,20,2.26136097909,2760.2531833,None
delaunay_n20,5,30,25,1048576,4194262,788,14.7568902542,2339.54993625,39960
citationCiteseer,5,30,125,268495,1425142,102,10.3016297519,2546.47784061,56175
vsp_c-30_data_data,5,30,2500,11023,73207,319,0.594846542133,734.49005425,None
delaunay_n23,5,30,25,8388608,33554392,2935,6.64530771248,1305.86010378,28895
m14b,5,30,125,214765,1893783,843,6.24615743669,2553.94657835,60093
data,5,30,1000,2851,17944,318,0.681630943132,212.502144082,None
fe_ocean,5,30,2500,143437,553030,248,2.29198528697,3176.4144925,None
vsp_model1_crew1_cr42_south31,5,30,2500,45101,235077,42,4.43086640397,3249.64067278,62479
coAuthorsCiteseer,5,30,125,227320,1041454,417,10.117382667,2267.33626588,27731
rgg_n_2_15_s0,5,30,500,32768,193008,873,0.436527403348,654.243733794,49152
vsp_data_and_seymourl,5,30,2500,9167,65033,347,0.816570742214,631.172560212,None
luxembourg_osm,5,30,2500,114599,234265,427,0.69536010822,1142.69586741,37799
kron_g500-logn18,5,30,5,262144,10844830,1820,4.10386368068,1216.09057889,None
wi2010,5,30,2500,253096,857798,26,9.21730526116,3222.40665119,None
italy_osm,5,30,25,6686493,13700471,2977,5.59491023283,1590.64572028,969
hugetrace-00010,5,30,125,12057441,30139620,173,1.25660944831,977.712005418,64539
packing-500x100x100-b050,5,30,25,2145852,19634095,1747,9.29494562393,4521.96743544,None
me2010,5,30,2500,69518,237256,23,4.85661277379,3139.16391071,None
vsp_p0291_seymourl_iiasa,5,30,12500,10498,64366,52,1.26295883653,1968.03009454,17446
sc2010,5,30,2500,181908,628488,27,1.91853775723,3290.48726738,None
598a,5,30,2500,110971,852905,705,1.81623727208,2263.89561843,59600
vsp_msc10848_300sep_100in_1Kout,5,30,25,21996,1243024,210,155.197877096,4631.67669173,52020
delaunay_n14,5,30,2500,16384,65506,339,0.728790130376,618.096196707,15685
road_central,5,30,125,14081816,31015229,59,0.357888415391,905.1103278,53414
nm2010,5,30,2500,168609,584094,25,2.0623357027,3213.94259624,None
hugetric-00010,5,30,125,6592765,16478619,88,0.805836783349,892.283295879,47213
coAuthorsDBLP,5,30,125,299067,1276743,299,10.9486885962,2238.89598782,38728
fe_body,5,30,500,45087,208821,1504,0.544728790697,450.489721886,None
venturiLevel3,5,30,25,4026819,12081056,1547,5.91137951396,1728.25243191,None
vsp_finan512_scagr7-2c_rlfddd,5,30,2500,139752,691772,530,0.57955422868,2303.09105274,48379
mt2010,5,30,2500,132288,451622,39,2.58138158955,3117.40888505,None
pa2010,5,30,125,421545,1450776,29,16.8509407307,3055.19916229,None
rgg_n_2_18_s0,5,30,25,262144,1809427,2692,9.84561475949,1338.40111643,None
vsp_mod2_pgp2_slptsk,5,30,2500,101364,490732,64,1.67081256895,2846.99158939,13371
ma2010,5,30,2500,157508,545813,27,2.82022811343,3210.91021587,None
ak2010,5,30,2500,45292,153841,28,6.12706684705,2964.18888387,None
fe_sphere,5,30,2500,16386,65538,447,0.387632293067,485.426072235,45507
rgg_n_2_20_s0,5,30,25,1048576,7940196,5699,4.13900046694,2207.55348283,None
wv2010,5,30,2500,135218,466679,25,5.24664550189,3245.87897191,None
hugetrace-00000,5,30,25,4588484,11467617,172,4.61059190511,1461.34903356,34168
az2010,5,30,2500,241666,839713,26,2.35164142351,3071.69918815,None
delaunay_n16,5,30,2500,65536,262111,298,1.40437617795,2005.44770899,24622
id2010,5,30,2500,149842,513974,27,4.13473866686,3210.07750049,None
delaunay_n12,5,30,5000,4096,16360,189,0.296249934766,296.539816286,56219
vsp_barth5_1Ksep_50in_5Kout,5,30,2500,32212,134017,18,122.900132049,2927.76858136,52045
belgium_osm,5,30,125,1441295,2991265,631,3.81146482484,1860.75516281,35825
delaunay_n19,5,30,125,524288,2097111,1062,5.83186291038,2189.00151105,50652
delaunay_n11,5,30,5000,2048,8175,215,0.374027874468,185.74025974,63813
preferentialAttachment,5,30,2500,100000,599985,64,6.0128546436,3730.73531407,3338
M6,5,30,25,3501776,14003712,2221,1.41142347709,1072.98943313,34852
rgg_n_2_19_s0,5,30,25,524288,3794054,3934,6.3884389258,1734.16202946,None
oh2010,5,30,125,365344,1249464,26,16.0921800416,3071.378119,None
mn2010,5,30,2500,259777,873328,25,1.28990003355,3173.83666325,None
al2010,5,30,2500,252266,867507,26,1.52879638334,3219.53909846,None
in2010,5,30,2500,267071,907929,24,7.30389285164,3204.38689655,None
vsp_vibrobox_scagr7-2c_rlfddd,5,30,2500,77328,512914,190,2.06632627546,3016.47373108,24384
delaunay_n13,5,30,5000,8192,32739,490,1.43840370364,239.97821655,62639
AS365,5,30,5,3799275,15167351,28974,2.24615386836,631.194743102,19817
kron_g500-logn17,5,30,5,131072,5245057,1361,12.3326234396,1442.76350975,None
il2010,5,30,125,451554,1533786,25,11.6108095689,2810.10240619,None
delaunay_n18,5,30,125,262144,1048540,458,14.0569891031,2448.75800712,22364
t60k,5,30,500,60005,149445,929,0.995372505542,508.915636983,2304
G_n_pin_pout,5,30,2500,100000,601198,665,4.62321293991,2187.52513493,46592
netherlands_osm,5,30,25,2216688,4657926,177,10.060449969,1899.52657867,63512
germany_osm,5,30,25,11548845,23918026,957,1.14527630315,1285.44328594,58519
or2010,5,30,2500,196621,686377,29,3.09781665159,3231.01626314,None
144,5,30,125,144649,1219042,572,7.85280795356,2678.41209903,57673
hugetrace-00020,5,30,125,16002413,40001226,110,0.3511153911,899.86444394,1721
NACA0015,5,30,25,1039183,4154001,2404,6.32980955735,1639.0902736,17912
wa2010,5,30,2500,195574,669290,30,59.9143024457,3187.29364961,None
delaunay_n22,5,30,25,4194304,16777173,1084,3.40087308223,1665.53449058,34862
tx2010,5,30,125,914231,3142367,30,30.2057442515,2864.37011094,None
md2010,5,30,2500,145247,495436,24,2.4592906076,3238.61895522,None
ga2010,5,30,125,291086,1000114,24,20.7371423036,3176.05673935,None
ut2010,5,30,2500,115406,401439,28,3.15203479756,3171.5814726,None
ri2010,5,30,12500,25181,88056,23,2.6746025401,2591.65369293,None
fl2010,5,30,125,484481,1657628,31,10.1049905583,3001.24575912,None
hugetric-00020,5,30,125,7122792,17803569,82,1.03828795303,873.45286282,10798
rgg_n_2_21_s0,5,30,25,2097152,16585147,8253,3.02417663966,2632.12745652,None
ar2010,5,30,2500,186211,638366,28,1.4046216223,3206.78592433,None
nd2010,5,30,2500,133769,446742,25,3.20991881991,3187.79372273,None
sd2010,5,30,2500,88360,293721,25,3.71144681188,3177.24726254,None
la2010,5,30,2500,204447,694764,26,2.13036584666,3230.98167872,None
rgg_n_2_16_s0,5,30,500,65536,407663,1268,0.902563241326,846.901355422,None
fe_4elt2,5,30,1000,11143,43961,1142,0.137799947547,149.861418347,3062
ca2010,5,30,125,710145,2454828,27,9.00417492198,2797.68453544,None
vsp_c-60_data_cti_cs4,5,30,2500,85830,326910,318,1.45873512685,1831.12319464,None
NLR,5,30,25,4163763,16651739,2767,1.27415952119,982.149301186,37515
delaunay_n21,5,30,25,2097152,8388560,1325,5.65199467255,2125.06774754,61180
hugetric-00000,5,30,25,5824554,14558077,306,3.05135085783,1407.06403544,20247
va2010,5,30,2500,285762,986826,32,2.55563914865,3178.22173684,None
de2010,5,30,12500,24115,82143,17,3.32523830386,2642.87420182,None
vsp_sctap1-2b_and_seymourl,5,30,2500,40174,181005,52,4.8959513104,2669.5089582,1903
vt2010,5,30,2500,32580,110379,20,9.3784681923,3034.47645668,None
tn2010,5,30,2500,240116,837099,25,3.96107048044,3273.06381425,None
caidaRouterLevel,5,30,2500,192244,801310,137,0.911311296381,2305.0883654,38401
ne2010,5,30,2500,193352,650279,27,2.08363332558,3204.21554252,None
smallworld,5,30,100,100000,599998,82392,0.00818573714944,35.0298604108,None
ky2010,5,30,2500,161672,555561,25,2.26397280244,3241.47623816,None
ct2010,5,30,2500,67578,235754,20,6.31463640007,3167.25039205,None
kron_g500-logn16,5,30,25,65536,2521607,1002,10.0048263928,1643.88309115,None
wy2010,5,30,2500,86204,299997,26,3.12632381663,3186.49218556,None
nh2010,5,30,2500,48837,166112,19,8.72239379098,3111.4075538,None
co2010,5,30,2500,201062,688349,27,21.5684846104,3228.9412971,None
rgg_n_2_17_s0,5,30,500,131072,859825,1836,0.611009818132,1071.57755093,None
ok2010,5,30,2500,269118,906192,23,8.06439014829,3161.48015624,None
mi2010,5,30,125,329885,1118930,24,19.3164337393,3105.4280599,None
cs4,5,30,12500,22499,66357,25,1.55534925523,2201.01315369,15579
coPapersCiteseer,5,30,5,434102,16470822,8087,14.0606896652,2265.86026952,None
delaunay_n15,5,30,500,32768,131042,393,3.50148375666,937.514309076,24012
vsp_befref_fxm_2_4_air02,5,30,2500,14109,112333,34,9.52992417107,3198.01032807,62049
ny2010,5,30,125,350169,1204941,30,23.4006547613,3104.47096061,None
nc2010,5,30,2500,288987,997297,28,2.06037157607,3170.3518055,None
nj2010,5,30,2500,169588,584544,24,3.07175412215,3270.04449485,None
nv2010,5,30,2500,84538,293037,30,25.7466558939,3064.12512219,None
kron_g500-logn19,5,30,25,524288,22305075,2437,0.980878116238,1059.68836934,None
cti,5,30,12500,16840,65072,71,1.09430170621,1905.84910738,64128
delaunay_n10,5,30,5000,1024,4080,111,0.524745473628,133.068125311,19088
great-britain_osm,5,30,25,7733822,15890339,935,17.1978649649,1392.67505792,12259
mo2010,5,30,125,343565,1171849,27,19.1739187534,3076.49661608,None
auto,5,30,125,448695,3763306,354,11.7602457795,2881.88802932,1600
vsp_bcsstk30_500sep_10in_1Kout,5,30,125,58348,2074926,142,17.2515703231,4475.82847141,14981
chesapeake,5,30,50000,39,209,8,0.347138219744,108.554515944,56802
wing,5,30,2500,62032,183576,13,4.00343321972,2992.93748365,49914
hugebubbles-00000,5,30,25,18318143,45788224,520,0.670574879434,1155.663899,5048
coPapersDBLP,5,30,5,540486,15786215,8647,13.9786679632,2082.68080537,5888
ia2010,5,30,2500,216007,726592,21,2.43073579904,3241.28532504,None
ms2010,5,30,2500,171778,591768,31,3.15971202447,3204.60534651,None
wing_nodal,5,30,12500,10937,86425,65,13.9914161754,2107.94941675,42271
delaunay_n17,5,30,500,131072,524248,910,1.44342895126,1357.40382718,57990
asia_osm,5,30,25,11950757,24662360,4283,1.91274696593,1411.04818777,12160
n3c6-b1,5,30,250000,105,294,3,2.83865595137,303.061992805,27185
ch5-5-b3,5,30,250000,600,1801,5,6.71762789065,804.566895369,43925
m133-b3,5,30,2500,200200,586229,8,3.50963142985,4134.68757088,33685
shar_te2-b3,5,30,2500,200200,589261,8,21.2276539138,4096.1396751,43396
n3c6-b7,5,30,25000,6435,32175,3,16.0194986662,3838.82015024,39366
ch7-8-b5,5,30,2500,141120,564618,9,8.51624875125,4557.45034131,6678
struct3,5,30,500,53570,613632,979,1.8114621122,1551.41082129,None
3dtube,5,30,5,45330,1629474,11632,7.30828514812,531.469349504,None
gearbox,5,30,5,153746,4617075,4586,54.6558233118,1976.8658926,None
cfd1,5,30,500,70656,948118,4340,0.274917454848,740.120003243,57746
cfd2,5,30,25,123440,1604423,4344,4.40272932175,1069.83564494,31252
struct4,5,30,500,4350,121074,230,6.05079729721,1147.30459955,13824
graham1,5,30,500,9035,132371,572,2.24134185295,727.266780432,None
rma10,5,30,5,46835,1190730,7783,0,555.863095238,None
Pres_Poisson,5,30,100,14822,365313,1854,2.77930340288,707.316205534,51938
comsol,5,30,5000,1500,49560,133,1.30800528598,991.401489506,16178
GD06_theory,5,30,50000,101,291,20,0.0833088854539,53.4207019103,64257
GD99_b,5,30,50000,64,189,19,0.0723053173351,36.0064215274,44815
HEP-th-new,5,30,2500,27770,276103,183,1.63484381599,2675.14792899,60859
GD06_Java,5,30,25000,1538,8094,18,29.2357571495,1139.42756404,61367
GD98_c,5,30,250000,112,280,7,0.705313671976,132.748607325,5132
GD97_b,5,30,50000,47,179,18,0.205103003924,53.0535653361,31585
Kohonen,5,30,125000,4470,4597,3,1.74160811845,1239.33118791,45073
GD00_a,5,30,250000,352,434,4,2.68347910922,244.487965127,28451
GD01_b,5,30,100000,18,31,3,0.104469456613,43.1090790333,25607
EVA,5,30,125000,8497,9687,4,1.03142383402,1506.45405525,31976
USAir97,5,30,5000,332,2458,71,0.414256488745,142.066115702,7872
Erdos02,5,30,25000,6927,15399,14,2.86499862614,1942.83776451,53154
Erdos982,5,30,25000,5822,13197,18,2.68772915618,1568.6254575,25586
yeast,5,30,25000,2361,9007,70,0.518982598453,452.677951724,47736
California,5,30,25000,9664,19751,9,25.9177238426,2375.63694268,33415
GD01_c,5,30,500000,33,33,1,0.219711255785,83.685545224,13089
Ragusa16,5,30,100000,24,66,8,0.138331249366,29.5701378114,50443
GlossGT,5,30,250000,72,121,4,0.736885961025,87.4245748766,36390
patents_main,5,30,2500,240547,801331,28,2.18171037556,2697.82726384,18346
GD97_a,5,30,250000,84,250,8,0.195930084186,102.675486228,47364
Tina_DisCog,5,30,100000,11,33,4,0.0954200941373,41.6982562547,4612
EPA,5,30,125000,4772,7138,6,2.36999710689,1490.90148504,10481
GD96_a,5,30,25000,1096,2162,10,8.09800040742,524.821157598,58121
Erdos981,5,30,250000,485,1866,24,0.504730946481,261.256477101,8474
Sandi_authors,5,30,250000,86,210,8,0.463199387621,85.676174841,47989
dictionary28,5,30,2500,52652,141690,42,5.74980246973,2436.23820921,5086
Roget,5,30,25000,1022,3540,65,0.436797492218,183.546093561,41557
Zewail,5,30,125000,6752,7517,5,7.23461303491,1406.84453705,4525
FA,5,30,25000,10617,46635,37,1.12463222264,1650.06787692,62759
GD96_b,5,30,250000,111,300,2,6.46294061751,434.898612593,19889
GD95_b,5,30,500000,73,91,3,0.811761289829,76.2131170466,9273
GD98_a,5,30,100000,38,55,4,0.112754139322,41.5384615385,13856
CSphd,5,30,125000,1882,2528,7,1.8338641768,705.960854093,14224
internet,5,30,2500,124651,209052,29,3.98697771479,2288.54892378,15493
Reuters911,5,30,500,13332,161370,227,8.46542715083,1803.07692308,None
football,5,30,50000,35,101,4,1.28778686726,80.2370275464,26561
GD96_d,5,30,250000,180,262,5,0.539494332978,140.637775961,42636
Journals,5,30,5000,124,6096,102,0.459409558861,275.525114155,None
Tina_AskCog,5,30,100000,11,32,4,0.114226310011,40.4066073698,3843
Erdos991,5,30,250000,492,1909,24,1.29389304562,344.049983449,39727
ODLIS,5,30,5000,2909,11950,30,6.8843096616,920.657894737,15859
GD01_Acap,5,30,250000,953,1538,8,1.64032816658,449.978804578,37383
EAT_SR,5,30,2500,23219,179173,111,5.41290839709,2662.2735939,39683
foldoc,5,30,500,13356,73049,5393,0.0223002541872,54.9610798278,11776
patents,5,30,125,3774768,18744796,28,1.20439219506,1288.54340138,58297
GD95_c,5,30,50000,62,206,14,0.0721245305816,51.1745784189,63760
Erdos971,5,30,250000,472,1786,24,0.807113324139,254.131689402,51211
SciMet,5,30,125000,3084,3244,4,1.50811710319,1003.93236335,30846
SmaGri,5,30,1250000,1059,1117,4,3.29996377753,593.778214993,29427
Lederberg,5,30,125000,8843,9366,5,1.98310990531,1445.36578711,40894
GD97_c,5,30,1250000,452,453,2,0.776286390617,520.387577944,18627
GD00_c,5,30,250000,638,1074,10,1.25326288068,279.850746269,51680
Wordnet3,5,30,2500,82670,176821,37,7.61159696028,2625.35848082,29007
Tina_DisCal,5,30,100000,11,32,5,0.0523323230276,24.237804878,3843
Erdos992,5,30,25000,6100,13615,18,2.92443385583,1562.86982249,9888
Erdos972,5,30,25000,5488,12573,16,26.5597874176,1794.92330168,45321
Stranke94,5,30,100000,10,55,10,0.0652897919101,24.7320692498,16640
GD02_a,5,30,100000,23,65,9,0.686454884711,35.2669742914,35081
GD95_a,5,30,100000,36,67,8,0.227616213149,25.364506945,23822
GD96_c,5,30,50000,65,190,7,1.59449113085,120.84398977,35088
GD01_a,5,30,250000,311,896,8,4.23805275703,388.401286803,49282
GD98_b,5,30,250000,121,223,3,3.86688966715,206.585303839,56895
EAT_RS,5,30,2500,23219,192290,139,1.84735684292,2304.40226171,None
GD02_b,5,30,50000,80,209,17,0.341213604621,59.6330275229,18454
SmallW,5,30,250000,396,419,3,1.28215102295,280.338266385,28515
Ragusa18,5,30,100000,23,54,5,0.060975675112,41.4836505612,27910
GD99_c,5,30,250000,105,187,4,1.40259838615,139.349357646,56367
USpowerGrid,5,30,25000,4941,11535,14,6.60234646919,1556.76093428,26791
geom,5,30,25000,7343,19241,35,2.07408006642,1145.04069425,13129
Si10H16,5,30,100,17077,446500,16369,0.342065265295,124.244397163,None
H2O,5,30,5,67024,1141880,65795,0.288692162784,77.1485846868,None
Ga41As41H72,5,30,1,268096,9378286,263186,0.566405848349,156.992437022,None
Si41Ge41H72,5,30,1,185639,7598452,181783,0.999447201432,183.661480424,None
Na5,5,30,100,5832,155731,5481,0.205376340088,129.595759717,None
SiH4,5,30,500,5041,88472,4727,0.385821611123,118.222227316,None
Ga19As19H42,5,30,1,133123,4508981,130103,1.14819842293,151.274216799,None
benzene,5,30,100,8219,125444,7992,0.0827474008848,70.7902567095,None
Si2,5,30,5000,769,9285,732,0.0236154277975,55.5956941784,None
Ga10As10H30,5,30,5,113081,3114357,110435,0.567902664433,179.029069087,None
Ge87H76,5,30,1,112985,4002590,110347,1.66286924712,162.949655884,None
SiNa,5,30,100,5743,102265,5393,0.575006423741,92.1590171535,None
Ge99H100,5,30,1,112985,4282190,110347,1.51984557225,175.218970283,None
Si87H76,5,30,1,240369,5451000,235829,0.502882143608,104.083608851,None
Si34H36,5,30,5,97569,2626974,95103,0.291360275349,124.771229231,None
CO,5,30,5,221119,3943588,216817,0.131604717885,81.8964852931,None
SiO2,5,30,1,155331,5719417,151891,0.986319788588,158.773494371,None
SiO,5,30,100,33401,675528,32253,0.0459450161512,94.3698672651,None
Ga3As3H12,5,30,5,61349,3016148,59529,2.26736574817,218.289556422,None
Si5H12,5,30,100,19896,379247,19314,0.391853148902,88.7737980769,None
GaAsH6,5,30,5,61349,1721579,59529,0.493302869138,129.836536985,None
ABACUS_shell_ud,5,30,500,23412,120948,1502,0.264778286216,291.98681397,None
nlpkkt80,5,30,125,1062400,14883536,2,12.5833406111,6290.46984572,41904
OPF_6000,5,30,2500,29902,159419,27,9.42200809585,3544.35721295,None
TSC_OPF_300,5,30,2500,9774,415289,55,18.0817798851,6317.11646998,49255
TSC_OPF_1047,5,30,25,8140,1012521,161,274.838091476,5364.10106383,24798
HTC_336_9129,5,30,2500,226340,554881,6,7.72346309036,3864.26280182,16490
HTC_336_4438,5,30,2500,226340,565431,6,5.67781345365,3870.99286733,7530
OPF_10000,5,30,2500,43887,246091,33,5.63419240535,3733.71737923,None
OPF_3754,5,30,12500,15435,82231,24,9.23630589405,3152.72057994,None
