name,workers,outer,inner,N,nnz,csrnnz_sd,csrnnz_mflops,csrnnz_sum,csrnnzgs_sd,csrnnzgs_mflops,csrnnzgs_sum,csrnnzsorted_sd,csrnnzsorted_mflops,csrnnzsorted_sum,csrnnzgssorted_sd,csrnnzgssorted_mflops,csrnnzgssorted_sum,csrnnzshort_sd,csrnnzshort_mflops,csrnnzshort_sum,csrnnzgsshort_sd,csrnnzgsshort_mflops,csrnnzgsshort_sum,csrnnzunroll2_sd,csrnnzunroll2_mflops,csrnnzunroll2_sum,csrnnzunroll3_sd,csrnnzunroll3_mflops,csrnnzunroll3_sum,csrnnzunroll4_sd,csrnnzunroll4_mflops,csrnnzunroll4_sum
turon_m,5,30,25,189924,1690876,396.94689994,6278.0049505,8036,130.410648082,4192.25454545,31489,599.299212711,5953.78873239,8036,66.7526893118,4248.4321608,31489,686.738271063,5884.71925754,8036,155.194977965,4227.19,31489,151.002174314,6010.22274882,8036,333.502274191,6156.10194175,8036,590.652621947,5953.78873239,8036
c-62ghs,5,30,500,41731,559339,24.655130806,6812.89890378,24850,67.41273276,4273.02521008,33563,960.271538784,6327.36425339,24850,36.4539209888,4048.29191797,33563,1349.75302344,6126.38554217,24850,302.123420234,5764.40054964,33563,173.440842575,7683.22802198,24850,1012.24451749,7035.71069182,24850,639.842708165,7697.32568807,24850
c-63,5,30,500,44234,434704,81.9838308293,6650.23967364,57692,202.121365598,3642.77094972,4411,259.999856571,6718.76352396,57692,219.969800753,3319.1957241,4411,280.02355291,7477.70642202,57692,155.496886566,5796.05333333,4411,62.4100578226,7666.7372134,57692,884.755087148,7026.46551724,57692,282.635250703,7635.31615925,57692
c-71,5,30,500,76638,859520,777.634338262,6033.13055686,38061,136.7276519,3805.99261993,771,222.86330065,6584.67824311,38061,248.943672407,3472.34042553,771,838.095057639,6513.15988886,38061,82.5512861718,5737.78371162,771,909.487690138,6821.58730159,38061,147.447935345,7776.11580217,38061,631.54919823,7190.63022867,38061
sit100,5,30,2500,10262,61046,249.541831126,7187.51962323,1315,32.0597624691,4173.60984503,10501,87.7418470778,7567.68595041,1315,266.294549269,4035.65447334,10501,378.781638144,7456.75895765,1315,147.162354408,4231.46950092,10501,184.181650141,6757.8597786,1315,639.851845059,5877.34274711,1315,421.213207107,6777.86824574,1315
olesnik0,5,30,500,88263,744216,356.382849037,6090.14729951,34224,20.0769174632,3723.56237492,26896,934.682310452,6636.88466112,34224,9.88571488797,4451.94017946,26896,567.743889848,7199.76781683,34224,179.952946902,4677.66184789,26896,173.625199612,6955.28971963,34224,46.6611300153,7267.734375,34224,572.580648534,6730.92553512,34224
aug3dcqp,5,30,500,35543,128115,267.35163738,6615.232358,41655,140.964313462,3033.50434096,4454,233.581261563,6558.7883959,41655,33.8592660834,2945.17241379,4454,1135.14499254,5138.30213904,41655,659.334774645,4670.04860267,4454,527.700265182,7320.85714286,41655,230.850265024,7811.8902439,41655,473.952613448,7686.9,41655
helm2d03,5,30,25,392257,2741935,127.152150293,5186.51008827,31631,447.909854335,3488.46692112,61654,258.072495963,5232.70038168,31631,221.574833836,4171.30070994,61654,115.348138608,5397.50984252,31631,164.032624238,4179.77896341,61654,225.062154712,5341.43181818,31631,179.451795652,5557.97635135,31631,111.961587645,5618.7192623,31631
dtoc,5,30,2500,24993,69972,186.873917985,6303.78378378,14958,43.0158437021,2173.04347826,14958,925.787694414,5357.73353752,14958,4.79439689733,2226.51675859,14958,301.325670842,7475.64102564,14958,25.4766699658,4038.39938438,14958,67.9328693229,6531.30056005,14958,49.1661320702,6837.65472313,14958,270.565806475,6634.51327434,14958
cvxqp3,5,30,500,17500,114962,199.320880985,6897.72,2420,252.683159981,3244.45907808,8404,211.42421172,6967.39393939,2420,48.308433895,3332.23188406,8404,162.872597379,7596.60792952,2420,489.508746611,4743.96148556,8404,219.60268139,7322.42038217,2420,225.913382564,7497.52173913,2420,225.913382564,7497.52173913,2420
exdata_1,5,30,25,6001,2269500,117.956321549,7531.52654867,50609,232.453694951,8618.35443038,2317,1222.22552202,6035.90425532,50609,941.529378822,6597.38372093,2317,1504.95793616,6189.54545455,50609,363.992768324,9078.0,2317,1144.7559234,8242.73607748,50609,457.787378529,9589.43661972,50609,1702.62445421,8183.29326923,50609
helm3d01,5,30,500,32226,428444,28.806567497,5571.44343303,7229,315.125739767,4039.3840352,6322,155.15170077,7023.67213115,7229,17.7295877287,5423.34177215,6322,1111.11689845,5761.2371134,7229,186.142969693,5337.75747508,6322,238.466007118,7294.73325766,7229,519.579679667,7687.3923445,7229,940.045128244,6891.86058981,7229
ncvxqp5,5,30,500,62500,424966,189.368098846,7251.97952218,48462,19.6713090918,4279.61732125,55854,946.341913353,5557.53269398,48462,121.830592497,3767.42907801,55854,95.7829902175,6880.18348624,48462,575.327480557,4229.9203716,55854,173.182002193,6835.91420912,48462,172.119163206,6932.56117455,48462,837.550979267,6302.01680672,48462
c-68,5,30,500,64810,565996,86.7587303488,6333.41290563,43244,138.798201526,3217.104964,19306,38.3687940869,6614.67861317,43244,56.8779590577,3103.6154268,19306,307.629290795,7016.47933884,43244,408.749641363,5178.37145471,19306,348.470061079,7125.42173731,43244,263.318909101,7721.63710778,43244,535.368339895,7318.9137931,43244
c-69,5,30,500,67458,623914,33.6444328116,6684.79285714,32996,43.5866899621,3602.96823869,47066,58.1831321236,6639.73749557,32996,129.321843661,3223.25124849,47066,275.569616979,7517.03614458,32996,310.070961989,5670.22720388,47066,66.1285094089,7621.09934853,32996,67.2119738524,7828.28105395,32996,553.675878939,7171.42528736,32996
ncvxqp7,5,30,500,87500,574962,121.339638019,6698.58640777,32834,221.76474698,3206.7038483,27035,150.807434953,6369.59379616,32834,162.379224312,3163.7674248,27035,58.9282656939,6431.34228188,32834,421.638628194,4558.36680761,27035,147.813152318,6994.67153285,32834,30.1622308289,7175.06655574,32834,1001.56447205,6105.79115044,32834
spmsrtls,5,30,500,29995,229947,763.655181371,7975.04046243,45366,463.740999163,5715.33554267,13544,369.107154295,7975.04046243,45366,87.9175945641,5581.23786408,13544,1585.30806563,6056.54960492,45366,604.30216919,5125.11887073,13544,447.571309787,7377.97860963,45366,528.124487219,8002.79582367,45366,635.504514452,7938.33141542,45366
ncvxqp3,5,30,500,75000,499964,1153.81116834,5766.59746251,26712,11.7620560558,3707.09836876,2205,133.307596212,6569.82917214,26712,9.72360741133,2152.85201665,2205,837.524804537,5909.73995272,26712,30.2704095328,4816.6088632,2205,52.1254648241,6953.60222531,26712,793.475735676,6504.30182134,26712,215.578709822,6995.76492537,26712
bratu3d,5,30,500,27792,173796,717.179446327,7292.13986014,1374,53.9203641011,4841.11420613,1374,988.124081415,5471.01783841,1374,314.546929462,4134.7184774,1374,61.6568618233,7887.86686838,1374,288.251915327,5465.28301887,1374,329.536947421,7512.79538905,1374,329.585627155,7805.20958084,1374,482.163304067,7656.21145374,1374
c-70,5,30,500,68924,658986,653.364485272,6452.21279373,31410,11.7224480296,3718.18318601,29160,226.909771674,6651.9448183,31410,172.190706531,3269.86106517,29160,272.359230197,7589.09021113,31410,26.0085746629,5970.87888855,29160,771.481658952,7020.44744318,31410,216.241027519,7838.85011895,31410,84.8683659507,7804.80852744,31410
c-59,5,30,500,41282,480536,240.727801875,6742.78765201,40126,95.5907766205,4031.34228188,60512,1079.15537092,5834.10764873,40126,15.9706362934,3712.61395828,60512,424.216193191,7527.97911227,40126,193.455788166,5843.56708553,60512,432.002492033,7492.76507277,40126,314.192936595,8026.77060134,40126,1202.52282447,6858.26831589,40126
darcy003,5,30,25,389874,2097566,189.929833056,3908.50807453,13672,64.3299210427,2772.11365639,13672,56.7768141992,4044.1503856,13672,154.898187631,2791.79148181,13672,595.171660619,3340.07324841,13672,93.962609306,3507.63545151,13672,172.033155484,4228.96370968,13672,147.870335679,4443.99576271,13672,141.312553868,4456.58498584,13672
stokes64,5,30,500,12546,140034,155.594035702,8173.19066148,37262,126.847263498,6168.89867841,33842,183.100473696,8141.51162791,37262,750.982513056,4683.41137124,33842,1238.14176446,7132.46179966,37262,161.466317335,5933.6440678,33842,743.468202036,7638.21818182,37262,205.995118061,8644.07407407,37262,873.875029687,8157.32038835,37262
boyd1,5,30,25,93279,1211231,183.636851907,5407.28125,49632,230.061450719,3562.44411765,53408,1384.10240082,5556.10550459,49632,572.393132081,3975.5940919,53408,777.594582767,4367.41947115,49632,178.025918804,4923.70325203,53408,313.750491034,6856.0245283,49632,1044.749457,6442.71808511,49632,412.737194393,7042.04069767,49632
blockqp1,5,30,500,60012,640033,89.2523126595,7491.60749122,41875,66.9092938091,3993.55033278,5750,48.5009598313,7509.18654673,41875,260.225490522,3897.0955957,5750,549.119683985,7175.25784753,41875,201.10735635,3937.04941562,5750,206.614680554,6475.88195616,41875,455.610639999,6627.8874698,41875,23.8564420564,6676.28303199,41875
ncvxqp9,5,30,2500,16554,54040,305.727276634,6828.98062342,57638,232.517978458,3097.43981658,14117,170.267290541,6367.63550668,57638,10.8872957793,2479.65738758,14117,64.3355795523,7526.46239554,57638,524.325422067,4034.84320557,14117,477.372963024,6693.6416185,57638,90.9654385171,7024.26343154,57638,51.9630679092,6910.4859335,57638
dawson5,5,30,25,51537,1010777,1041.191268,7151.7240566,51312,602.098290797,7815.28608247,35573,568.813008169,7979.81842105,51312,513.961386588,6986.93778802,35573,568.813008169,7979.81842105,51312,1090.98905181,5376.47340426,35573,1206.33926147,5657.33395522,51312,1557.07499942,6265.14669421,51312,1331.49063872,6113.57056452,51312
a0nsdsil,5,30,500,80016,355034,196.970812007,6911.75859831,2382,17.3707631247,3316.00871731,57801,1092.05951559,6000.57464789,2382,14.8125321064,3317.04142012,57801,129.547025598,7602.44111349,2382,387.317139023,4077.72588055,57801,173.181869531,6889.40491591,2382,156.980019849,7153.13633311,2382,151.823746078,7030.37623762,2382
bloweya,5,30,500,30004,150009,864.090735459,5143.16571429,35735,81.4623542489,4003.79893238,18715,354.714612122,6484.5389049,35735,221.697590213,2725.78437311,18715,64.1155250824,7487.97004992,35735,53.2320568198,4003.79893238,18715,48.7830748136,6512.69175109,35735,256.206772488,6706.81073025,35735,560.058226342,5859.7265625,35735
cont-201,5,30,500,80595,438795,547.256897492,6928.34210526,2733,84.4163917111,4495.85040984,2733,1276.78887736,5937.68606225,2733,91.8868698723,4475.97755865,2733,499.698856614,7702.66237566,2733,421.424476975,4278.14429639,2733,173.563493736,7134.87804878,2733,182.560233066,7370.57670773,2733,176.739100154,7197.29360306,2733
c-55,5,30,500,32780,403450,127.899241929,6765.51145892,60913,21.8354159862,4162.1389271,10353,515.179665722,7020.59164733,60913,114.934212381,3783.52610191,10353,303.073395293,7607.4795726,60913,53.663177892,5985.90504451,10353,667.36642569,7416.36029412,60913,612.493013683,7738.81074169,60913,378.602452106,7869.63589077,60913
aug2dc,5,30,2500,30200,80000,62.0183585467,6410.25641026,30600,204.012058814,2400.96038415,30600,84.3270170181,6359.30047695,30600,151.731857391,2389.01055146,30600,374.577364563,7326.00732601,30600,266.843056662,3820.43935053,30600,735.692784296,5982.05383848,30600,432.242817429,6681.51447661,30600,139.090975222,6718.924972,30600
copter2,5,30,500,55476,759952,24.3876978768,6370.09220453,959,341.316022521,5039.46949602,9142,277.04167762,7062.75092937,959,281.555323273,5473.84393758,9142,253.832299701,7214.73417722,959,500.073986387,5536.31860126,9142,243.143681129,7431.0821382,959,230.296723474,7738.81873727,959,810.144775908,7100.14325755,959
stokes128,5,30,500,49666,558594,247.803467742,8202.55506608,53243,403.461652367,5997.78811739,47291,380.038904836,7897.18190386,53243,30.1220653839,5984.93571429,47291,1497.44543239,6584.60510806,53243,63.631314469,5976.39800285,47291,61.0406478183,7991.3304721,53243,894.907102254,7740.33256351,53243,419.476303147,8337.2238806,53243
bmw3_2,5,30,25,227362,11288630,755.418093223,6066.98136869,48406,290.803304265,7111.69466611,4343,247.728746871,6375.35579819,48406,675.785476913,6515.17699115,4343,146.659961484,6423.72723824,48406,139.106513675,7245.59050064,4343,852.905622291,6088.79719525,48406,78.3916372865,7391.07158446,48406,195.134659257,7162.83629442,48406
qpband,5,30,5000,20000,45000,889.886896686,5325.44378698,7475,41.0101331364,2484.81501933,7475,833.371291471,5769.23076923,7475,94.0468480811,2417.6217765,7475,899.919701159,8659.39704939,7475,510.272908569,8812.01044386,7475,386.832106249,9097.03504043,7475,141.192881293,9196.1852861,7475,1466.28750734,7360.95965104,7475
stokes64s,5,30,500,12546,140034,211.974025668,8141.51162791,35901,367.512789386,6027.28837877,5773,688.352209044,7808.58736059,35901,399.509819429,5802.51381215,5773,170.587866113,8157.32038835,35901,122.274689786,5925.27503526,5773,308.49262708,7881.83864916,35901,205.995118061,8644.07407407,35901,740.40506384,8335.35714286,35901
ncvxqp1,5,30,2500,12111,73963,309.81273657,6947.05698184,41383,52.9543447657,3320.69739599,1703,59.3411464324,7075.54209184,41383,40.5341407313,3309.80011933,1703,522.51232821,7557.52724796,41383,56.309835856,5086.86382393,1703,870.546088979,5993.76012966,41383,637.469657878,7366.83266932,41383,165.27446952,7578.17622951,41383
sparsine,5,30,25,50000,1548988,367.976462822,6195.952,7082,290.842531013,6874.20710059,48638,1193.4828121,3978.56506849,7082,924.169435902,4656.27655311,48638,912.078124443,5366.00923788,7082,202.24875828,6490.17318436,48638,1002.4908499,6019.38341969,7082,167.331772806,7040.85454545,7082,1119.88962759,5927.25,7082
std1_Jac3,5,30,25,21982,1455374,396.640206161,7741.35106383,37236,181.458314479,8115.46840149,44684,548.323703541,6886.62776025,37236,745.956469771,6097.93575419,44684,593.640749777,5030.09447005,37236,1405.76030073,7042.13225806,44684,542.385866114,8085.41111111,37236,428.031853972,8838.30364372,37236,1145.11446814,7909.64130435,37236
Zd_Jac2,5,30,25,22835,1642407,500.890604532,7354.06119403,43122,254.157341862,8184.75249169,46903,331.294644198,6939.74788732,43122,495.191302868,6731.17622951,46903,1043.89336957,5186.54842105,43122,1077.54776095,6920.25421348,46903,1189.33798406,6349.51159794,43122,573.559574333,8466.01546392,43122,418.602715892,8466.01546392,43122
std1_Jac2,5,30,25,21982,1248213,518.118714468,7833.97280335,54154,1529.43858746,6986.26679104,55838,591.025247244,7173.63793103,54154,334.612443355,6663.05871886,55838,551.143320949,7429.83928571,54154,334.641095871,8790.23239437,55838,525.114296727,8628.20046083,54154,725.831979324,9133.26585366,54154,947.056688486,8958.46650718,54154
std1_Jac3_db,5,30,500,21982,531826,157.955637814,8062.04143507,34434,393.556305635,6885.96460941,62041,888.432267358,6780.6119847,34434,17.3197127544,5110.43561819,62041,285.20006758,7786.61786237,34434,479.961771366,8883.5077951,62041,937.255318289,8379.61134454,34434,338.163920902,9611.31325301,34434,437.347995838,9553.76047904,34434
Zd_Jac6,5,30,25,22835,1711557,866.674037718,7014.57786885,34735,403.551604406,7923.875,60010,219.548294557,7014.57786885,34735,219.548294557,7014.57786885,60010,456.921696204,7092.08701657,34735,497.653106145,8255.09807074,60010,530.222240675,7973.09161491,34735,1465.47388167,7111.73268698,34735,1.81898940355e-12,8557.785,34735
Zd_Jac3_db,5,30,500,22835,713907,825.358908183,7712.35505942,12733,68.6752316144,8012.42424242,52897,996.917013771,6657.51010258,12733,136.872737865,5800.97778982,52897,581.030536205,7600.14549326,12733,623.272918217,8709.72346482,52897,322.944988589,8927.55731555,12733,190.133116741,9647.39189189,12733,1324.048691,9086.63979635,12733
Zd_Jac2_db,5,30,500,22835,676439,227.324427159,8017.84670091,20458,606.048578312,7163.13801624,50885,228.513153607,7255.33428674,20458,263.932600892,5500.99484955,50885,317.573812233,7611.84171043,20458,289.864278549,8750.82794308,50885,1385.73693023,7680.98788796,20458,238.554614682,9794.00096525,20458,77.1528327575,9851.05339806,20458
Zd_Jac3,5,30,25,22835,1915726,1189.24478467,6472.0472973,34910,332.791311798,8186.86324786,5147,755.729002234,6343.46357616,34910,260.976965334,7130.49379653,5147,302.436779741,6941.03623188,34910,402.022672352,7808.66576087,5147,565.150475859,7542.22834646,34910,173.549947201,7982.19166667,34910,153.194909198,7938.09116022,34910
Zd_Jac6_db,5,30,500,22835,663643,247.957822545,8106.38843648,57076,56.4171161642,7863.06872038,26532,1017.84576356,6601.2234748,57076,154.093769792,5625.68239616,26532,23.1852069493,7894.24662966,57076,1005.41603326,8080.06899351,26532,94.1852377805,9078.56361149,57076,260.81068717,9860.96582467,57076,980.016050765,8770.6123348,57076
std1_Jac2_db,5,30,500,21982,498771,779.104842072,7599.35500254,61618,45.754240309,6779.85047576,21197,1127.4089291,6178.00578035,61618,134.57041381,4720.23028391,21197,145.864161555,7846.42370215,61618,1389.04419486,7228.56521739,21197,277.438231649,8874.92882562,61618,249.776203662,9524.58943348,61618,121.493443668,9561.10543131,61618
garon2,5,30,500,13535,373235,958.218568703,7086.74050633,34228,374.948293697,8393.59070465,26886,240.067300701,7308.77937337,34228,169.568393897,8143.30909091,26886,884.966532303,6753.34740651,34228,745.171363865,7992.18415418,26886,458.768285181,9208.10032895,34228,477.021907371,9796.19422572,34228,501.38985603,9719.66145833,34228
garon1,5,30,2500,3175,84723,1313.7013408,6608.65834633,33719,256.827441482,8489.27855711,5197,294.011050023,7815.77490775,33719,498.337343304,8311.6088947,5197,44.4047967185,7977.68361582,33719,599.010745674,7591.66666667,5197,460.920517463,9358.21060383,33719,258.060462208,10224.0144811,33719,550.500934534,9928.4765625,33719
s1rmt3m1,5,30,500,5489,217651,218.741518409,7764.00713436,30395,1143.77123916,6717.62345679,43605,261.408502311,7619.05484247,30395,281.479666022,9145,43605,729.739276524,7619.05484247,30395,419.43912639,9132.20979021,43605,608.984876757,8956.83127572,30395,697.40263437,10076.4351852,30395,484.547604008,9999.28024502,30395
s2rmt3m1,5,30,500,5489,217681,1435.63693314,6046.69444444,61087,1009.0555456,8649.57615894,10581,475.845965357,7700.97877358,61087,904.563776497,8603.99209486,10581,477.898941941,7655.83821805,61087,485.769458728,8909.18144611,10581,563.211439716,9450.69464544,61087,349.493207998,10670.6372549,61087,181.568514003,10398.7738854,61087
