name,workers,outer,inner,N,nnz,csrnnz_sd,csrnnz_mflops,csrnnz_sum,csrnnzgs_sd,csrnnzgs_mflops,csrnnzgs_sum,csrnnzsorted_sd,csrnnzsorted_mflops,csrnnzsorted_sum,csrnnzgssorted_sd,csrnnzgssorted_mflops,csrnnzgssorted_sum,csrnnzshort_sd,csrnnzshort_mflops,csrnnzshort_sum,csrnnzgsshort_sd,csrnnzgsshort_mflops,csrnnzgsshort_sum,csrnnzunroll2_sd,csrnnzunroll2_mflops,csrnnzunroll2_sum,csrnnzunroll3_sd,csrnnzunroll3_mflops,csrnnzunroll3_sum,csrnnzunroll4_sd,csrnnzunroll4_mflops,csrnnzunroll4_sum
USpowerGrid,5,30,5000,4941,13188,249.685825686,5750.58139535,60982,106.113652861,2800,26364,130.058155649,5852.66272189,60982,41.697789853,1810.70938215,26364,172.435679246,7408.98876404,60982,316.067097906,4091.41675284,26364,370.165327241,6031.09756098,60982,365.650234391,6797.93814433,60982,207.206892367,6728.57142857,60982
geom,5,30,5000,7343,23796,139.730656592,4573.2222934,8180,47.2788111708,2789.68347011,64183,578.75229673,4853.02515296,8180,9.48362728309,1797.73356837,64183,564.975799054,7336.89619733,8180,54.5752339304,5070.17045455,64183,941.305376181,5949,8180,267.592950958,7626.92307692,8180,198.285442734,7610.66098081,8180
Si10H16,5,30,500,17077,875923,891.167958702,7289.23439667,63737,251.087299053,8877.59797297,64161,81.650531071,7832.39642325,63737,612.084250416,8540.03574911,64161,205.042479285,7802.16448931,63737,867.806974057,7922.12541453,64161,28.8133999438,9210.54679285,63737,667.118574284,9830.78563412,63737,41.7684154104,10075.8013804,63737
H2O,5,30,25,67024,2216736,419.568286701,6494.34375,40195,307.511395832,6855.88453608,10981,909.375215111,5864.38095238,40195,804.469176405,5345.82636656,10981,1133.40250396,5371.73505654,40195,724.288410631,6297.54545455,10981,277.568724517,7150.76129032,40195,524.439243755,7228.48695652,40195,82.9051365299,7372.73614191,40195
Ga41As41H72,5,30,25,268096,18488476,231.597055652,6574.84921764,45730,634.14183038,6891.82753479,44216,191.619853123,6043.3022445,45730,23.6094334375,6669.72438672,44216,371.206852783,5866.87412735,45730,27.0121973242,6672.93407122,44216,600.770573919,6357.79779917,45730,83.5130701799,6966.2682743,45730,604.29986533,6497.82427366,45730
Si41Ge41H72,5,30,25,185639,15011265,749.320971545,6162.25985222,53294,210.016255141,7586.55576146,5106,552.077566546,5831.88228438,53294,31.2354007517,6911.26381215,5106,558.466108344,5742.64154552,53294,182.94528374,6761.83108108,5106,723.49720458,6326.74838438,53294,185.47916124,7148.22142857,53294,370.461767901,6909.14314207,53294
Na5,5,30,500,5832,305630,658.744283973,7672.71966527,49275,453.217709102,8850.28957529,27107,853.708911094,7466.53094463,49275,127.871250511,8365.78467153,27107,819.807964723,7472.61613692,49275,1393.56940351,6940.87812263,27107,515.352615013,8875.99225557,49275,178.013619791,9977.04026115,49275,922.445303439,9661.64383562,49275
SiH4,5,30,500,5041,171903,193.366448308,7484.89114659,50386,192.994348544,8454.24590164,35214,290.308577352,7561.71554252,50386,910.295280609,6327.71779141,35214,250.324151273,7606.32743363,50386,163.747413199,8264.56730769,35214,647.891435203,8815.53846154,50386,283.070628654,9693.77819549,50386,866.75767248,9445.21978022,50386
Ga19As19H42,5,30,25,133123,8884839,877.718006395,6195.84309623,48324,644.112104733,7270.73567921,1710,96.6691902868,6316.23625592,48324,27.4836942006,6948.51850886,1710,582.649348888,5644.75158831,48324,223.667062977,6841.50847023,1710,217.231743989,6944.89760292,48324,766.181042984,6887.47209302,48324,702.065145241,6848.53982528,48324
benzene,5,30,500,8219,242669,300.611314594,7505.22680412,44419,417.200983657,8053.17477876,51053,267.009730993,7663.23157895,44419,149.449718171,8514.70175439,51053,767.617933707,7353.60606061,44419,1497.41386161,6358.13973799,51053,618.956883376,9066.08966376,44419,694.737649176,9693.83488682,44419,631.396490956,9680.94414894,44419
Si2,5,30,5000,769,17801,469.893344351,7082.62599469,13843,125.51970811,7035.96837945,63879,289.532168694,7706.06060606,13843,131.124992011,7796.05839416,63879,1049.85568645,5460.42944785,13843,131.124992011,7796.05839416,63879,1013.0122246,8544.48,13843,945.221400118,9553.30948122,13843,259.764305421,9639.53068592,13843
Ga10As10H30,5,30,25,113081,6115633,178.18173267,6681.31791697,32226,206.63005119,7386.03019324,22069,62.1157899559,6410.51677149,32226,591.288844983,5610.67247706,22069,170.824697998,6326.51689655,32226,405.868148822,6775.07348597,22069,302.857977994,6970.70630699,32226,168.615418791,7251.73873518,32226,777.673922241,6079.15805169,32226
Ge87H76,5,30,25,112985,7892195,285.485763855,6680.75197517,3233,319.261897488,7516.37619048,13412,56.7173886333,6430.35985877,3233,805.955968554,5916.18815592,13412,166.263657407,6385.2710356,3233,96.0133773132,6988.3662928,13412,153.300236315,6935.14499121,3233,631.844368878,6220.85785602,3233,255.626883729,7088.79790419,3233
SiNa,5,30,500,5743,198787,383.106663831,7510.84382872,19127,539.88670962,8630.40520984,28248,240.661491441,7744.94805195,19127,243.575821318,8411.29760226,28248,152.602164667,7805.77225131,19127,1387.25425162,6567.85242291,28248,1868.39011488,7529.81060606,19127,861.381084932,9696.92682927,19127,262.944847688,9808.56907895,19127
Ge99H100,5,30,25,112985,8451395,209.746612499,6797.36863271,27782,826.629755421,6980.77780837,24404,374.635791805,6275.78836634,27782,112.573275863,7098.03611422,24404,46.6524226459,6422.03267477,27782,546.643957824,6367.1986439,24404,253.093779706,6830.33001078,27782,197.879708369,7121.96207865,27782,211.839009261,7078.22026801,27782
Si87H76,5,30,25,240369,10661631,738.896524279,5826.02786885,13796,629.930711603,6708.24098154,63872,168.110327103,5914.36630917,13796,182.151438304,6323.62455516,63872,510.459161298,5450.73159509,13796,130.098216911,6338.66290131,63872,98.5202292069,6671.859199,13796,814.52039109,5945.14739777,13796,171.608669888,6808.19348659,13796
Si34H36,5,30,25,97569,5156379,229.597238532,6593.83503836,59620,540.317130845,7108.97840074,41324,86.6198549679,6440.10699417,59620,345.246069122,6850.81355182,41324,976.323685606,5173.62441472,59620,361.580610286,6802.61081794,41324,334.481412579,6869.06616341,59620,391.436334526,7108.97840074,59620,250.950735029,7057.08804745,59620
CO,5,30,25,221119,7666057,154.097106893,6431.25587248,35493,942.144848078,6042.6093011,46893,175.959661547,6169.03728541,35493,275.978829215,6478.35802817,46893,613.314034506,5703.91145833,35493,144.24422843,6616.27474108,46893,185.949630595,6836.55499405,35493,177.051215787,7024.48717166,35493,372.247912687,6808.22113677,35493
SiO2,5,30,25,155331,11283503,239.405668274,6331.93209877,39285,864.256488865,6259.33968195,43791,250.620303051,5930.36247372,39285,39.508755363,6676.62899408,43791,265.376779408,6029.659601,39285,36.3828692673,6611.42753906,43791,591.863981043,6365.27059045,39285,147.747591695,6919.56439084,39285,155.678662003,6894.19735234,39285
SiO,5,30,25,33401,1317655,1127.38723448,6396.38349515,5846,606.692063157,7660.78488372,20835,544.780488064,6910.77797203,5846,500.247530648,7543.82633588,20835,800.001345982,6654.82323232,5846,457.293056999,7781.42716535,20835,481.546990711,8304.54831933,5846,835.661054265,8482.75751073,5846,778.396172399,8446.50641026,5846
Ga3As3H12,5,30,25,61349,5970947,52.0131190065,7263.92579075,9349,859.187081021,6688.88760269,30043,191.204986721,6718.99512378,9349,547.363940129,7234.58844911,30043,366.314038294,6537.53321168,9349,195.0273567,7234.58844911,30043,772.685281789,6267.61406578,9349,443.422382958,7142.28110048,9349,291.602282868,7159.4088729,9349
Si5H12,5,30,500,19896,738598,869.317618348,7129.32432432,55000,216.37372877,8428.27691137,46675,288.785208975,7483.26241135,55000,975.202113631,7782.90832455,46675,282.162466564,7485.79054054,55000,189.807335402,8588.34883721,46675,1144.29677498,8434.69356681,55000,229.276913137,9896.35551586,55000,420.532800354,9826.13747228,55000
GaAsH6,5,30,25,61349,3381809,640.186806404,6317.20236613,25129,250.806449692,7257.10085837,49242,202.077663352,6372.75565327,25129,856.04593965,6031.76397146,49242,1045.70269083,5251.25621118,25129,439.436426442,6639.67735602,49242,595.472363588,6911.05381471,25129,500.986332771,7094.7041958,25129,587.672193629,6948.92260274,25129
ABACUS_shell_ud,5,30,500,23412,218484,307.891511027,7897.01204819,60655,676.583063986,5583.06643952,54897,1269.82174607,6813.43035343,60655,584.053332388,5800.46017699,54897,287.72299745,8003.07692308,60655,230.31352704,6085.90529248,54897,439.424032317,7973.86861314,60655,176.658410853,8692.99734748,60655,90.4766635432,8739.36,60655
nlpkkt80,5,30,25,1062400,28192672,456.744781882,6858.41842361,60877,774.806577651,6729.63208148,36173,480.900973675,5943.64132115,60877,209.416881101,6018.93082835,36173,310.954130768,6051.66113337,60877,139.211929643,5985.70530786,36173,401.918599248,6502.99984622,60877,522.025291664,6566.61614907,60877,428.94452006,6705.09085143,60877
OPF_6000,5,30,500,29902,274697,281.629461661,7331.77046263,39934,45.3000007394,4575.74125486,33844,186.817223201,7134.98701299,39934,161.525662574,4155.77912254,33844,801.521087698,6821.94536424,39934,68.1807921327,4961.41481036,33844,284.56330773,7134.98701299,39934,331.320926904,7457.83710407,39934,124.103058372,7404.23180593,39934
TSC_OPF_300,5,30,500,9774,820783,390.213553298,7966.18893562,52003,235.800276105,10050.4040816,59831,1095.75103723,7445.86936801,52003,621.929388037,9459.65808682,59831,965.077745773,7252.86892489,52003,221.448525955,9717.24151539,59831,274.555966803,9656.27058824,52003,1220.54311448,9503.46970282,52003,256.898847399,10346.0042017,52003
TSC_OPF_1047,5,30,25,8140,2012833,1079.21344759,5372.33007117,35716,485.540835966,8601.85042735,61331,915.864575869,6861.93068182,35716,190.226683175,8433.65782123,61331,507.181482159,7257.81129808,35716,368.882306592,8553.11473088,61331,436.598418627,7567.04135338,35716,182.347089759,8386.80416667,35716,784.942398943,8160.13378378,35716
HTC_336_9129,5,30,500,226340,762969,691.714097528,5648.83267522,34611,100.84244169,2421.86752725,59400,428.093142421,5614.19426049,34611,72.0965137798,2232.64436208,59400,63.4629188633,7881.91115702,34611,329.11045845,6197.96100731,59400,103.592058814,7950.35428968,34611,1226.71110227,7270.98792884,34611,304.68963687,8198.09097421,34611
HTC_336_4438,5,30,500,226340,783496,527.480713879,5741.29946263,63537,85.3687757571,2453.28045089,43905,494.694479878,5698.15272727,63537,46.503953056,2304.4,43905,161.509664087,7970.4577823,63537,507.570020682,5907.23297311,43905,210.032674044,7790.81206497,63537,861.392766355,7292.8575861,63537,280.644707021,7930.12145749,63537
OPF_10000,5,30,500,43887,426898,1024.35217584,5826.633303,38036,84.7427248198,4270.40346782,38451,50.5200767019,6998.32786885,38036,164.648435773,4266.13590939,38451,254.723614234,7114.96666667,38036,23.5685007524,4757.40713224,38451,819.271519745,6461.62462159,38036,271.082001561,7178.77802691,38036,90.9944626233,7150.72026801,38036
OPF_3754,5,30,500,15435,141478,231.222005843,7433.16987741,2253,75.3942818675,4648.78422782,19907,165.508794695,7525.42553191,2253,433.003946891,4000.3204524,19907,366.970515997,7675.11754069,2253,393.84169278,4700.26578073,19907,856.840260732,6845.70967742,2253,832.349176287,7121.37583893,2253,236.835634893,7343.14878893,2253
fp,5,30,500,7548,834222,952.845478367,7029.96067416,50704,191.802137271,7874.9716803,25567,1097.81061647,6873.56770118,50704,267.545328771,9137.15224535,25567,214.214348515,7461.7352415,50704,954.577593579,8781.28421053,25567,80.2544444285,9217.92265193,50704,61.5313230763,10248.4275184,50704,956.919081268,9458.29931973,50704
Chebyshev4,5,30,25,68121,5377761,327.510295688,6865.22680851,63779,309.550093213,7704.5286533,46922,293.906956338,6705.43765586,63779,187.668955252,7286.93902439,46922,51.710762406,6876.93222506,63779,89.2758151302,7320.00136116,46922,813.949402889,5688.74576869,63779,578.055897011,7531.87815126,63779,271.739045844,7531.87815126,63779
Chebyshev1,5,30,25000,261,2319,147.643183997,6453.61781076,59858,200.548604382,4315.75682382,53765,257.71258408,4063.6682243,59858,422.220320348,3822.52747253,53765,315.282558915,3657.72870662,59858,82.3983745739,4121.44549763,53765,237.251135315,4397.59797724,59858,62.6083096519,5503.9556962,59858,217.161312269,4386.50693569,59858
Chebyshev3,5,30,5000,4101,36879,181.301859487,7807.83345095,41337,650.879970959,4328.52112676,42941,56.6752215123,6184.29290106,41337,165.038152994,4439.68699839,42941,367.395436674,6012.88043478,41337,150.340536463,4513.95348837,42941,54.8920826468,5881.81818182,41337,48.7575605474,5996.58536585,41337,788.201729834,5157.9020979,41337
Chebyshev2,5,30,5000,2053,18447,1099.0072959,7095.0,27540,313.56110658,4709.87234043,59751,110.331952624,6054.81400438,27540,328.246821797,4072.18543046,59751,440.278289366,5937.87553648,27540,515.003056857,3964.25501433,59751,176.525643035,5800.94339623,27540,289.815937003,5831.50684932,27540,102.884726264,5868.61081654,27540
sts4098,5,30,2500,4098,72356,765.168943258,7264.65863454,24222,1093.50586396,6464.20488386,15947,296.163549491,8087.48137109,24222,231.480106017,6499.04191617,15947,472.123297506,7769.0765927,24222,95.7246369648,6487.38792588,15947,565.531685594,8387.48068006,24222,1221.74756934,7769.0765927,24222,326.13390309,9082.34309623,24222
laminar_duct3D,5,30,25,67173,3788857,570.155216543,6749.74524941,7306,365.178024802,7438.85536649,4832,495.306216964,6654.90105386,7306,417.085921315,6990.51107011,4832,697.094391049,6647.11754386,7306,167.272468138,7785.32260274,4832,72.7041368993,7557.56050532,7306,857.911662709,6973.35644172,7306,783.924621876,5544.66878049,7306
cat_ears_2_1,5,30,250000,85,254,48.9170829431,1852.21195916,29126,32.8807221305,1293.2790224,29126,247.299900783,1049.58677686,29126,111.478627997,963.824943081,29126,318.240992526,1075.96724089,29126,175.319623734,1264.94023904,29126,269.660867109,1197.36015085,29126,326.977797695,1373.46791637,29126,409.349411293,1527.66639936,29126
thermal2,5,30,25,1228045,8580313,152.045682793,3533.90156507,63510,213.127999634,2717.00854972,32789,108.53515524,3739.24157467,63510,283.583425889,2928.43447099,32789,105.860059829,3762.19511839,63510,290.487383235,2864.56031605,32789,102.900881189,3743.59205934,63510,218.425206231,3746.86157205,63510,23.270864458,3832.77829065,63510
thermal1,5,30,500,82654,574458,182.349037204,5845.90909091,14340,109.234468709,4056.90677966,3383,410.044746247,7074.60591133,14340,84.6944152602,4776.53547672,3383,1039.11888174,6203.65010799,14340,67.6857392583,4796.47648205,3383,31.9784128407,7092.07407407,14340,649.451243974,6643.69313801,14340,294.378027245,7174.74604496,14340
cz40948,5,30,500,40948,412148,842.227194119,7201.18811881,13006,528.924024764,6127.07631318,57587,262.67158347,7761.73258004,13006,0,4630.87640449,57587,1230.5549888,6228.93702771,13006,13.1266826238,4634.34782609,57587,37.4005161892,7218.00350263,13006,40.1448807319,7480.0,13006,814.821178522,6318.05825243,13006
cz148,5,30,250000,148,1527,238.403339474,4954.57495133,5021,85.9587717148,4946.01597927,5400,297.541308309,4645.1024133,5021,152.594434062,3970.35881435,5400,79.0666016775,4776.85088634,5021,156.166267133,3955.27542739,5400,80.9362190607,5609.84570169,5021,291.361311299,6197.24025974,5021,84.4335675205,5673.76764924,5021
cz5108,5,30,2500,5108,51412,692.911439883,7220.78651685,59882,328.671394738,6352.38879736,20148,473.730209678,7575.44204322,59882,77.8996796638,4584.89892985,20148,198.869780963,7805.46558704,59882,319.591035711,4457.68786127,20148,230.251153866,7193.84328358,59882,265.442019181,7451.01449275,59882,246.6476554,7344.57142857,59882
cz2548,5,30,5000,2548,25674,225.809381639,7259.37794533,2583,162.988259941,6505.23648649,8455,1354.69734231,5485.8974359,2583,218.509329023,4496.32224168,8455,607.396791593,7441.73913043,2583,130.668745382,4573.75296912,8455,470.355559381,6957.72357724,2583,519.350093254,6982.9555757,2583,709.213639456,6611.3304721,2583
cz1268,5,30,5000,1268,12786,753.444225165,7129.73977695,36684,664.288631423,6040.62992126,43164,114.827698517,7521.17647059,36684,79.7387971855,4621.44578313,43164,929.255763137,7012.43144424,36684,82.868013678,4632.60869565,43164,149.579972632,7025.27472527,36684,155.757634297,7448.15533981,36684,853.392233364,5665.8788774,36684
cz10228,5,30,500,10228,102876,673.263900333,7278.96226415,8980,165.954072441,6363.46391753,4850,333.370498356,7735.03759398,8980,81.3381011374,4634.05405405,4850,250.102996839,7754.47236181,8980,89.9257901693,4620.17964072,4850,497.926216072,7030.25056948,8980,210.733694321,7436.81927711,8980,290.210617548,7244.78873239,8980
cz628,5,30,25000,628,6346,1086.82346094,5635.87921847,8683,370.68771313,6213.4464752,6310,284.305697298,7227.7904328,8683,104.785467396,4535.01667461,6310,181.737486457,7260.86956522,8683,331.569224695,4318.96551724,6310,322.614140745,6882.86334056,8683,475.181736354,7066.81514477,8683,155.146635677,7061.5727003,8683
cz308,5,30,25000,308,3182,564.430826105,4498.5862394,61420,545.194496468,4656.58536585,39089,733.092869481,4194.20035149,61420,183.21280736,4014.29772918,39089,622.305766267,4172.2027972,61420,222.909757167,3905.89198036,39089,700.025482299,4721.06824926,61420,565.84129447,5473.62385321,61420,660.646606295,5321.07023411,61420
cz20468,5,30,500,20468,206076,621.298810981,7213.86231039,60108,320.592079544,6270.06085193,42169,421.560394973,7679.85093168,60108,50.991060528,4620.53811659,42169,233.090410204,7737.52190238,60108,461.186616685,4326.29811057,42169,184.097808709,7147.14450867,60108,197.282617881,7403.92814371,60108,152.77014755,7316.30769231,60108
Trefethen_150,5,30,25000,150,2040,277.387191574,5108.51419032,25446,577.265234857,5151.51515152,58646,513.379032654,4480.23426061,25446,564.282819793,4322.03389831,58646,403.929603168,3777.77777778,25446,469.678266538,3722.62773723,58646,484.881433736,5563.63636364,25446,561.766963823,5839.69465649,25446,582.632433643,5708.95522388,25446
Trefethen_200b,5,30,25000,199,2873,811.033427365,4847.58155231,35746,678.861955307,5229.97572816,27192,659.630086056,4756.62251656,35746,1000.08804018,4976.32794457,27192,460.919803217,4077.10501419,35746,576.720471823,5326.94684796,27192,751.966861172,6069.71830986,35746,999.285288774,6480.45112782,35746,727.175409703,6519.66717095,35746
Trefethen_700,5,30,5000,700,12654,390.658547575,5377.05382436,46740,358.601815358,5028.0794702,43617,320.819517191,5867.38794436,46740,334.735147352,7607.61523046,43617,314.431637336,5858.33333333,46740,1147.18148533,6511.4922813,43617,845.191596155,4873.17073171,46740,1237.25760811,8974.46808511,46740,344.494425051,7189.77272727,46740
Trefethen_2000,5,30,5000,2000,41906,421.537560146,7936.74242424,59665,356.73566093,8110.83870968,3122,606.933877648,7447.74881517,59665,863.707758419,7656.39464068,3122,380.225897796,7559.711365,59665,539.858010904,8007.51592357,3122,150.413420995,9298.66863905,59665,1347.45295638,9284.93353028,59665,1295.20530081,8890.9476662,59665
Trefethen_500,5,30,25000,500,8478,1075.72225323,6064.3776824,13350,480.702802691,5474.38656909,48727,867.513142435,4701.29390018,13350,326.419039209,7312.82346176,48727,838.656564047,5074.62090982,13350,962.657371673,6283.1027668,48727,1084.98017341,6027.01421801,13350,382.864689506,9406.06508876,13350,1284.12289082,6693.15789474,13350
Trefethen_20000,5,30,500,20000,554466,405.917386022,8259.17576961,63166,227.833679818,8740.92485549,36720,136.551206077,8392.52270434,63166,1294.19849171,7251.08108108,36720,567.939629887,8165.92047128,63166,390.816946977,8517.14285714,36720,269.422181664,9381.82741117,63166,1409.55758727,8591.93181818,63166,370.194666537,10093.434466,63166
Trefethen_200,5,30,25000,200,2890,647.625829177,4343.68737475,41875,565.882798838,4487.57763975,53171,885.405202277,3462.4600639,41875,838.572265778,3698.80546075,53171,715.692818205,3291.57175399,41875,1326.1484106,4455.29290853,53171,741.998991784,5064.25233645,41875,1464.31729463,5345.25277435,41875,1022.48008435,5622.56809339,41875
Trefethen_20b,5,30,250000,19,147,21.1907202067,581.334036383,55514,11.6988993884,684.14520633,36569,65.360727197,682.24009901,55514,77.008890045,904.429860541,36569,64.4877741374,669.602186456,55514,67.097696041,895.977245022,36569,119.953729096,969.656992084,55514,174.459145665,869.136775719,55514,237.447832671,1130.18964634,55514
Trefethen_20000b,5,30,500,19999,554435,411.467006349,8238.2615156,55485,254.326652304,8894.67914439,62504,708.066232071,7372.80585106,55485,457.27744229,8809.87817797,62504,62.0466020273,7823.63593603,55485,1261.38163695,7096.01109215,62504,323.683423506,9455.96930074,55485,407.590157994,10235.7230769,55485,255.570075021,10025.9493671,55485
Trefethen_300,5,30,25000,300,4678,1024.94793215,5709.51993491,28495,231.325405269,6695.61068702,40011,559.926140629,4418.76574307,28495,286.066394862,7339.958159,40011,479.776797033,4475.12755102,28495,179.480293317,7378.5488959,40011,511.678112101,4948.5190409,28495,541.05451105,8882.27848101,28495,611.862007945,6282.00537153,28495
Trefethen_20,5,30,250000,20,158,89.5327276361,618.960564116,10727,79.0863300251,797.97979798,12358,105.624205471,1021.99223803,10727,107.966582345,1280.38897893,12358,110.082081149,1161.76470588,10727,103.233003595,1316.66666667,12358,67.1420076708,1860.28257457,10727,253.172449108,1976.64720601,10727,27.5286330322,2112.29946524,10727
linverse,5,30,2500,11999,95977,378.80259502,8129.0513834,7678,320.708358116,5812.0912394,26388,258.635038809,8198.49088838,7678,763.663670782,4972.9015544,26388,259.828270917,8245.4467354,7678,107.097220223,5643.49274794,26388,1046.61187402,6806.87943262,7678,276.979744851,8399.3873979,7678,215.082755832,8379.83119907,7678
cont-300,5,30,500,180895,988195,723.70219346,6891.17852162,2172,331.735306081,4308.36360994,2172,159.52796878,7361.7705488,2172,136.698686309,4292.76715899,2172,1003.67670492,6596.7623498,2172,288.146680393,4350.72644555,2172,144.401900712,6845.0357885,2172,481.713498062,6782.39533288,2172,93.6938545643,7028.41394026,2172
k1_san,5,30,500,67759,559774,431.645062628,6337.06415094,16037,25.3877022722,3957.86471836,53949,782.24059807,6730.749499,16037,16.869719205,4386.94357367,53949,894.946250801,6436.65005749,16037,16.49626788,4578.304253,53949,41.2883282745,6859.9754902,16037,273.938323086,6968.14107884,16037,402.172897973,6854.3755102,16037
tuma1,5,30,2500,22967,87760,890.005363489,5713.54166667,12114,6.47301482882,2642.84280265,12114,421.403907658,6337.98748195,12114,13.9935045363,2664.77732794,12114,105.353219925,7445.70135747,12114,209.716780542,3887.7731837,12114,130.676487579,6497.53208292,12114,58.1089306674,6813.66459627,12114,818.169474647,5879.41045109,12114
tuma2,5,30,5000,12992,49365,51.2914920208,6422.15958369,21079,145.622220107,2601.3525382,21079,40.82691189,6552.87610619,21079,78.2309590745,2614.67161017,21079,136.449009651,7494.68623482,21079,263.637640256,3852.62747138,21079,165.927273568,6489.70201578,21079,117.560152183,6812.0975161,21079,631.913105112,6307.28279387,21079
c-58,5,30,500,37595,552551,101.013497281,7135.82866982,12560,238.588828951,4409.82442139,21295,803.231094371,6439.98834499,12560,106.392183637,3993.38231751,21295,1241.92028374,6322.09382151,12560,28.2415438984,5588.85030344,21295,30.6861654738,7477.00947226,12560,777.661411885,7276.79104478,12560,50.9547588087,7746.04205607,12560
ncvxbqp1,5,30,500,50000,349968,220.571911423,7553.26618705,39799,722.246638866,4435.58935361,253,399.332121134,7093.94594595,39799,9.94008553951,4428.10628427,253,227.490409591,7191.12328767,39799,555.991106927,3900.08915305,253,268.542914517,6813.13432836,39799,272.860611091,6939.22009253,39799,106.706597703,6911.81040158,39799
c-72,5,30,500,84064,707546,59.7643870928,6505.17315354,2038,177.950494465,3324.93421053,1680,76.1810582774,6537.22821066,2038,30.2226704376,3124.74311792,1680,885.840658488,6485.29789184,2038,100.816756163,5608.02642008,1680,62.4439264738,7484.61918195,2038,726.775662441,7229.69346049,2038,182.927177522,7570.03566334,2038
brainpc2,5,30,500,27607,179395,614.087841786,5811.93304536,53486,52.9750261881,4004.35267857,32690,499.298566217,7204.6184739,53486,130.096311582,3983.60473723,32690,495.081020532,7214.27613941,53486,52.537477892,3995.43429844,32690,94.9278142798,6453.05755396,53486,701.681445083,6301.93208431,53486,899.658777062,5554.0247678,53486
a5esindl,5,30,500,60008,255004,525.540419283,6758.0565371,62476,38.3055644514,3310.30722631,15099,137.383914043,6923.18552036,62476,156.980652802,3186.22240733,15099,139.407953817,7384.28571429,62476,34.5523890088,4039.13410771,15099,109.200532625,6516.28620102,62476,632.164310786,6359.20199501,62476,704.113447046,6110.31948882,62476
dixmaanl,5,30,500,60000,299998,577.472999942,7258.01612903,55804,154.539929291,4429.10433071,55804,184.546789929,7550.2852349,55804,495.657884321,4113.31809872,55804,485.990863602,7487.47088186,55804,262.653535334,4409.57373836,55804,520.607736805,6823.3055345,55804,1104.83706323,6093.39201083,55804,433.484873764,7047.72122161,55804
aug3d,5,30,2500,24300,69984,127.902777446,6085.56521739,35303,172.936019006,2225.48229807,35303,144.036972723,6267.2238806,35303,65.1961723525,2240.68303095,35303,357.840190772,7863.37078652,35303,371.233233054,5032.40651965,35303,225.371806326,7612.47280638,35303,90.6109467218,8025.68807339,35303,901.961794697,6385.40145985,35303
a2nnsnsl,5,30,500,80016,347222,101.187789806,6733.4583064,12154,33.5002240288,3311.08073744,7365,822.756169072,6102.3198594,12154,38.5715076151,3310.02859867,7365,233.012706407,7366.80339463,12154,500.781593797,3908.69043152,7365,506.460649123,6626.3740458,12154,737.068650206,6746.54145078,12154,91.2823025078,6935.1930759,12154
laser,5,30,25000,3002,9000,856.218614642,5532.78688525,60513,10.9476683578,2695.68690096,60513,742.864205967,5516.9595423,60513,10.3267454423,2501.38966092,60513,1289.01886178,6204.04411765,60513,372.943198221,3386.85398896,60513,851.60246237,5808.95008606,60513,315.723374434,6607.92951542,60513,209.259350085,6524.89125181,60513
boyd2,5,30,25,466316,1500397,459.340607983,4946.36373626,31864,13.5753029032,2417.39581096,58584,178.326290844,5161.9162844,31864,204.42470222,2121.20216777,58584,1143.83296301,5598.49626866,31864,195.522194278,6182.95467033,58584,754.171386667,6542.42877907,31864,328.988654573,7055.15830721,31864,851.248898683,6924.90923077,31864
aug2d,5,30,2500,29008,76832,297.361964646,6130.21276596,56784,186.789900746,2363.09206479,56784,81.8089539532,6349.75206612,56784,172.617484422,2370.38255862,56784,344.433687581,7373.51247601,56784,78.9992561122,3952.26337449,56784,757.306159558,5578.31558567,56784,212.945353489,6775.30864198,56784,73.9034422309,6747.54098361,56784
bloweybq,5,30,5000,10001,49999,841.870051705,7292.02722411,55220,136.371295434,4523.4318456,55220,310.826749238,7529.96987952,55220,548.869545468,4087.11171662,55220,372.240567659,7518.64661654,55220,101.813802858,4505.76749775,55220,1088.77849746,6129.8324479,55220,197.494033617,7225.28901734,55220,241.148489331,7129.13498099,55220
mario001,5,30,500,38434,204912,1028.47724953,5359.51176983,59212,153.84253825,3228.65546218,59212,352.13003677,6588.81028939,59212,96.8121509359,3208.434238,59212,154.671019593,6946.16949153,59212,559.674670944,3888.27324478,59212,109.159402995,7065.93103448,59212,674.316563959,7240.70671378,59212,203.689411556,7442.32445521,59212
d_pretok,5,30,25,182730,1641672,370.457256925,6549.22340426,48983,115.698403431,4405.20214669,4444,178.928173628,6379.55440415,48983,426.599725406,3896.37341772,4444,752.99002951,4343.04761905,48983,192.128110135,4381.68683274,4444,613.946794712,5863.11428571,48983,9.09494701773e-13,6314.12307692,48983,311.686849707,6140.91770574,48983
bloweybl,5,30,500,30003,109999,376.192353333,6309.69407266,10784,15.2625978605,2238.78561737,27836,152.086180047,6382.92069632,10784,217.458482437,1963.09934563,27836,322.761893893,7142.79220779,10784,152.137113275,3914.55516014,27836,387.808933083,6202.95112782,10784,220.402015873,6626.44578313,10784,259.823272363,6483.24165029,10784
mario002,5,30,25,389874,2097566,278.992000183,3982.72025316,13672,60.0479791671,2710.03359173,13672,389.900901892,3732.32384342,13672,90.9479137335,2806.73416592,13672,132.29083624,4096.80859375,13672,109.922430648,3492.06326304,13672,149.114800787,4234.65545087,13672,158.972113618,4431.47746479,13672,89.2300159513,4406.6512605,13672
